gemeente;nis_code;postcode;mdc_apr-drg_34;soort_diagnose;aantal_verblijven
Antwerpen;11002.0;2000.0;06 - Spijsverteringsstelsel;Chirurgisch;2.841
Antwerpen;11002.0;2000.0;06 - Spijsverteringsstelsel;Medisch;5.060
Antwerpen;11002.0;2000.0;07 - Lever, gal en pancreas;Chirurgisch;1.185
Antwerpen;11002.0;2000.0;07 - Lever, gal en pancreas;Medisch;1.280
Antwerpen;11002.0;2000.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;7.938
Antwerpen;11002.0;2000.0;08 - Bewegingsstelsel en bindweefsel;Medisch;2.276
Antwerpen;11002.0;2000.0;09 - Huid, subcutis, borstklier;Chirurgisch;1.292
Antwerpen;11002.0;2000.0;09 - Huid, subcutis, borstklier;Medisch;1.371
Antwerpen;11002.0;2000.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;786
Antwerpen;11002.0;2000.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;1.563
Antwerpen;11002.0;2000.0;11 - Nieren en urinewegen;Chirurgisch;1.212
Antwerpen;11002.0;2000.0;11 - Nieren en urinewegen;Medisch;2.431
Antwerpen;11002.0;2000.0;12 - Mannelijke geslachtsorganen;Chirurgisch;668
Antwerpen;11002.0;2000.0;12 - Mannelijke geslachtsorganen;Medisch;258
Antwerpen;11002.0;2000.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;991
Antwerpen;11002.0;2000.0;13 - Vrouwelijke geslachtsorganen;Medisch;150
Antwerpen;11002.0;2000.0;14 - Zwangerschap en bevalling;Chirurgisch;2.006
Antwerpen;11002.0;2000.0;14 - Zwangerschap en bevalling;Medisch;6.414
Antwerpen;11002.0;2000.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;26
Antwerpen;11002.0;2000.0;15 - Neonati, perinatale aandoeningen;Medisch;378
Antwerpen;11002.0;2000.0;16 - Bloed en bloedvormende organen;Chirurgisch;39
Antwerpen;11002.0;2000.0;16 - Bloed en bloedvormende organen;Medisch;747
Antwerpen;11002.0;2000.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;162
Antwerpen;11002.0;2000.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;1.432
Antwerpen;11002.0;2000.0;18 - Infectie en parasitaire ziekten;Chirurgisch;290
Antwerpen;11002.0;2000.0;18 - Infectie en parasitaire ziekten;Medisch;1.580
Antwerpen;11002.0;2000.0;19 - Psychische stoornissen;Chirurgisch;51
Antwerpen;11002.0;2000.0;19 - Psychische stoornissen;Medisch;792
Antwerpen;11002.0;2000.0;20 - Alcohol en druggebruik;Chirurgisch;0
Antwerpen;11002.0;2000.0;20 - Alcohol en druggebruik;Medisch;792
Antwerpen;11002.0;2000.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;191
Antwerpen;11002.0;2000.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;878
Antwerpen;11002.0;2000.0;22 - Brandwonden;Chirurgisch;23
Antwerpen;11002.0;2000.0;22 - Brandwonden;Medisch;42
Antwerpen;11002.0;2000.0;23 - Factoren die de gezondheid beïnvloeden;Chirurgisch;402
Antwerpen;11002.0;2000.0;23 - Factoren die de gezondheid beïnvloeden;Medisch;2.385
Antwerpen;11002.0;2000.0;24 - HIV infecties;Chirurgisch;0
Antwerpen;11002.0;2000.0;24 - HIV infecties;Medisch;72
Antwerpen;11002.0;2000.0;25 - Multipele traumata;Chirurgisch;79
Antwerpen;11002.0;2000.0;25 - Multipele traumata;Medisch;63
Antwerpen;11002.0;2000.0;PP - Pre-MDC;Andere;0
Antwerpen;11002.0;2000.0;PP - Pre-MDC;Chirurgisch;184
Antwerpen;11002.0;2000.0;PP - Pre-MDC;Medisch;0
Antwerpen;11002.0;2000.0;SS - Speciale DRG's;Andere;0
Antwerpen;11002.0;2000.0;SS - Speciale DRG's;Chirurgisch;0
Antwerpen;11002.0;2000.0;SS - Speciale DRG's;Medisch;0
Boechout;11004.0;2530.0;00 - Restgroep;Andere;0
Boechout;11004.0;2530.0;00 - Restgroep;Chirurgisch;36
Boechout;11004.0;2530.0;00 - Restgroep;Medisch;0
Boechout;11004.0;2530.0;01 - Zenuwstelsel;Chirurgisch;14
Boechout;11004.0;2530.0;01 - Zenuwstelsel;Medisch;131
Boechout;11004.0;2530.0;02 - Oogaandoeningen;Chirurgisch;17
Boechout;11004.0;2530.0;02 - Oogaandoeningen;Medisch;< 5
Boechout;11004.0;2530.0;03 - Neus, keel en oren;Chirurgisch;64
Boechout;11004.0;2530.0;03 - Neus, keel en oren;Medisch;102
Boechout;11004.0;2530.0;04 - Ademhalingsstelsel;Chirurgisch;12
Boechout;11004.0;2530.0;04 - Ademhalingsstelsel;Medisch;142
Boechout;11004.0;2530.0;05 - Hart en vaatstelsel;Chirurgisch;110
Boechout;11004.0;2530.0;05 - Hart en vaatstelsel;Medisch;110
Boechout;11004.0;2530.0;06 - Spijsverteringsstelsel;Chirurgisch;81
Boechout;11004.0;2530.0;06 - Spijsverteringsstelsel;Medisch;124
Boechout;11004.0;2530.0;07 - Lever, gal en pancreas;Chirurgisch;28
Boechout;11004.0;2530.0;07 - Lever, gal en pancreas;Medisch;22
Boechout;11004.0;2530.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;283
Boechout;11004.0;2530.0;08 - Bewegingsstelsel en bindweefsel;Medisch;72
Boechout;11004.0;2530.0;09 - Huid, subcutis, borstklier;Chirurgisch;46
Boechout;11004.0;2530.0;09 - Huid, subcutis, borstklier;Medisch;37
Boechout;11004.0;2530.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;13
Boechout;11004.0;2530.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;23
Boechout;11004.0;2530.0;11 - Nieren en urinewegen;Chirurgisch;32
Boechout;11004.0;2530.0;11 - Nieren en urinewegen;Medisch;58
Boechout;11004.0;2530.0;12 - Mannelijke geslachtsorganen;Chirurgisch;19
Boechout;11004.0;2530.0;12 - Mannelijke geslachtsorganen;Medisch;7
Boechout;11004.0;2530.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;29
Boechout;11004.0;2530.0;13 - Vrouwelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;14 - Zwangerschap en bevalling;Chirurgisch;42
Boechout;11004.0;2530.0;14 - Zwangerschap en bevalling;Medisch;83
Boechout;11004.0;2530.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;< 5
Boechout;11004.0;2530.0;15 - Neonati, perinatale aandoeningen;Medisch;< 5
Boechout;11004.0;2530.0;16 - Bloed en bloedvormende organen;Chirurgisch;< 5
Boechout;11004.0;2530.0;16 - Bloed en bloedvormende organen;Medisch;27
Boechout;11004.0;2530.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;5
Boechout;11004.0;2530.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;57
Boechout;11004.0;2530.0;18 - Infectie en parasitaire ziekten;Chirurgisch;< 5
Boechout;11004.0;2530.0;18 - Infectie en parasitaire ziekten;Medisch;42
Boechout;11004.0;2530.0;19 - Psychische stoornissen;Chirurgisch;< 5
Boechout;11004.0;2530.0;19 - Psychische stoornissen;Medisch;20
Boechout;11004.0;2530.0;20 - Alcohol en druggebruik;Chirurgisch;0
Boechout;11004.0;2530.0;20 - Alcohol en druggebruik;Medisch;16
Boechout;11004.0;2530.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;6
Boechout;11004.0;2530.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;24
Boechout;11004.0;2530.0;22 - Brandwonden;Chirurgisch;0
Boechout;11004.0;2530.0;22 - Brandwonden;Medisch;0
Boechout;11004.0;2530.0;23 - Factoren die de gezondheid beïnvloeden;Chirurgisch;12
Boechout;11004.0;2530.0;23 - Factoren die de gezondheid beïnvloeden;Medisch;48
Boechout;11004.0;2530.0;24 - HIV infecties;Chirurgisch;0
Boechout;11004.0;2530.0;24 - HIV infecties;Medisch;0
Boechout;11004.0;2530.0;25 - Multipele traumata;Chirurgisch;< 5
Boechout;11004.0;2530.0;25 - Multipele traumata;Medisch;< 5
Boechout;11004.0;2530.0;PP - Pre-MDC;Andere;0
Boechout;11004.0;2530.0;PP - Pre-MDC;Chirurgisch;< 5
Boechout;11004.0;2530.0;PP - Pre-MDC;Medisch;0
Boechout;11004.0;2530.0;SS - Speciale DRG's;Andere;0
Boechout;11004.0;2530.0;SS - Speciale DRG's;Chirurgisch;0
Boechout;11004.0;2530.0;SS - Speciale DRG's;Medisch;0
Boom;11005.0;2850.0;00 - Restgroep;Andere;0
Boom;11005.0;2850.0;00 - Restgroep;Chirurgisch;46
Boom;11005.0;2850.0;00 - Restgroep;Medisch;0
Boom;11005.0;2850.0;01 - Zenuwstelsel;Chirurgisch;38
Boom;11005.0;2850.0;01 - Zenuwstelsel;Medisch;190
Boom;11005.0;2850.0;02 - Oogaandoeningen;Chirurgisch;8
Boom;11005.0;2850.0;02 - Oogaandoeningen;Medisch;7
Boom;11005.0;2850.0;03 - Neus, keel en oren;Chirurgisch;54
Boom;11005.0;2850.0;03 - Neus, keel en oren;Medisch;133
Boom;11005.0;2850.0;04 - Ademhalingsstelsel;Chirurgisch;14
Boom;11005.0;2850.0;04 - Ademhalingsstelsel;Medisch;239
Boom;11005.0;2850.0;05 - Hart en vaatstelsel;Chirurgisch;223
Boom;11005.0;2850.0;05 - Hart en vaatstelsel;Medisch;188
Boom;11005.0;2850.0;06 - Spijsverteringsstelsel;Chirurgisch;129
Boom;11005.0;2850.0;06 - Spijsverteringsstelsel;Medisch;171
Boom;11005.0;2850.0;07 - Lever, gal en pancreas;Chirurgisch;38
Boom;11005.0;2850.0;07 - Lever, gal en pancreas;Medisch;39
Boom;11005.0;2850.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;369
Boom;11005.0;2850.0;08 - Bewegingsstelsel en bindweefsel;Medisch;105
Boom;11005.0;2850.0;09 - Huid, subcutis, borstklier;Chirurgisch;57
Boom;11005.0;2850.0;09 - Huid, subcutis, borstklier;Medisch;41
Boom;11005.0;2850.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;32
Boom;11005.0;2850.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;72
Boom;11005.0;2850.0;11 - Nieren en urinewegen;Chirurgisch;54
Boom;11005.0;2850.0;11 - Nieren en urinewegen;Medisch;95
Boom;11005.0;2850.0;12 - Mannelijke geslachtsorganen;Chirurgisch;22
Boom;11005.0;2850.0;12 - Mannelijke geslachtsorganen;Medisch;5
Boom;11005.0;2850.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;52
Boom;11005.0;2850.0;13 - Vrouwelijke geslachtsorganen;Medisch;7
Boom;11005.0;2850.0;14 - Zwangerschap en bevalling;Chirurgisch;58
Boom;11005.0;2850.0;14 - Zwangerschap en bevalling;Medisch;184
Boom;11005.0;2850.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;< 5
Boom;11005.0;2850.0;15 - Neonati, perinatale aandoeningen;Medisch;15
Boom;11005.0;2850.0;16 - Bloed en bloedvormende organen;Chirurgisch;< 5
Boom;11005.0;2850.0;16 - Bloed en bloedvormende organen;Medisch;28
Boom;11005.0;2850.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;< 5
Boom;11005.0;2850.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;41
Boom;11005.0;2850.0;18 - Infectie en parasitaire ziekten;Chirurgisch;6
Boom;11005.0;2850.0;18 - Infectie en parasitaire ziekten;Medisch;50
Boom;11005.0;2850.0;19 - Psychische stoornissen;Chirurgisch;< 5
Boom;11005.0;2850.0;19 - Psychische stoornissen;Medisch;25
Boom;11005.0;2850.0;20 - Alcohol en druggebruik;Chirurgisch;0
Boom;11005.0;2850.0;20 - Alcohol en druggebruik;Medisch;15
Boom;11005.0;2850.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;11
Boom;11005.0;2850.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;32
Boom;11005.0;2850.0;22 - Brandwonden;Chirurgisch;0
Boom;11005.0;2850.0;22 - Brandwonden;Medisch;< 5
Boom;11005.0;2850.0;23 - Factoren die de gezondheid beïnvloeden;Chirurgisch;20
Boom;11005.0;2850.0;23 - Factoren die de gezondheid beïnvloeden;Medisch;79
Boom;11005.0;2850.0;24 - HIV infecties;Chirurgisch;0
Boom;11005.0;2850.0;24 - HIV infecties;Medisch;< 5
Boom;11005.0;2850.0;25 - Multipele traumata;Chirurgisch;< 5
Boom;11005.0;2850.0;25 - Multipele traumata;Medisch;< 5
Boom;11005.0;2850.0;PP - Pre-MDC;Andere;0
Boom;11005.0;2850.0;PP - Pre-MDC;Chirurgisch;7
Boom;11005.0;2850.0;PP - Pre-MDC;Medisch;0
Boom;11005.0;2850.0;SS - Speciale DRG's;Andere;0
Boom;11005.0;2850.0;SS - Speciale DRG's;Chirurgisch;0
Boom;11005.0;2850.0;SS - Speciale DRG's;Medisch;0
Borsbeek;11007.0;2150.0;00 - Restgroep;Andere;0
Borsbeek;11007.0;2150.0;00 - Restgroep;Chirurgisch;28
Borsbeek;11007.0;2150.0;00 - Restgroep;Medisch;0
Borsbeek;11007.0;2150.0;01 - Zenuwstelsel;Chirurgisch;19
Borsbeek;11007.0;2150.0;01 - Zenuwstelsel;Medisch;110
Borsbeek;11007.0;2150.0;02 - Oogaandoeningen;Chirurgisch;6
Borsbeek;11007.0;2150.0;02 - Oogaandoeningen;Medisch;< 5
Borsbeek;11007.0;2150.0;03 - Neus, keel en oren;Chirurgisch;41
Borsbeek;11007.0;2150.0;03 - Neus, keel en oren;Medisch;84
Borsbeek;11007.0;2150.0;04 - Ademhalingsstelsel;Chirurgisch;8
Borsbeek;11007.0;2150.0;04 - Ademhalingsstelsel;Medisch;100
Borsbeek;11007.0;2150.0;05 - Hart en vaatstelsel;Chirurgisch;105
Borsbeek;11007.0;2150.0;05 - Hart en vaatstelsel;Medisch;106
Borsbeek;11007.0;2150.0;06 - Spijsverteringsstelsel;Chirurgisch;83
Borsbeek;11007.0;2150.0;06 - Spijsverteringsstelsel;Medisch;126
Borsbeek;11007.0;2150.0;07 - Lever, gal en pancreas;Chirurgisch;19
Borsbeek;11007.0;2150.0;07 - Lever, gal en pancreas;Medisch;25
Borsbeek;11007.0;2150.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;216
Borsbeek;11007.0;2150.0;08 - Bewegingsstelsel en bindweefsel;Medisch;45
Borsbeek;11007.0;2150.0;09 - Huid, subcutis, borstklier;Chirurgisch;45
Borsbeek;11007.0;2150.0;09 - Huid, subcutis, borstklier;Medisch;33
Borsbeek;11007.0;2150.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;18
Borsbeek;11007.0;2150.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;34
Borsbeek;11007.0;2150.0;11 - Nieren en urinewegen;Chirurgisch;33
Borsbeek;11007.0;2150.0;11 - Nieren en urinewegen;Medisch;46
Borsbeek;11007.0;2150.0;12 - Mannelijke geslachtsorganen;Chirurgisch;19
Borsbeek;11007.0;2150.0;12 - Mannelijke geslachtsorganen;Medisch;6
Borsbeek;11007.0;2150.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;27
Borsbeek;11007.0;2150.0;13 - Vrouwelijke geslachtsorganen;Medisch;< 5
Borsbeek;11007.0;2150.0;14 - Zwangerschap en bevalling;Chirurgisch;37
Borsbeek;11007.0;2150.0;14 - Zwangerschap en bevalling;Medisch;126
Borsbeek;11007.0;2150.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;15 - Neonati, perinatale aandoeningen;Medisch;9
Borsbeek;11007.0;2150.0;16 - Bloed en bloedvormende organen;Chirurgisch;0
Borsbeek;11007.0;2150.0;16 - Bloed en bloedvormende organen;Medisch;18
Borsbeek;11007.0;2150.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;21
Borsbeek;11007.0;2150.0;18 - Infectie en parasitaire ziekten;Chirurgisch;6
Borsbeek;11007.0;2150.0;18 - Infectie en parasitaire ziekten;Medisch;32
Borsbeek;11007.0;2150.0;19 - Psychische stoornissen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;19 - Psychische stoornissen;Medisch;15
Borsbeek;11007.0;2150.0;20 - Alcohol en druggebruik;Chirurgisch;0
Borsbeek;11007.0;2150.0;20 - Alcohol en druggebruik;Medisch;16
Borsbeek;11007.0;2150.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;22
Borsbeek;11007.0;2150.0;22 - Brandwonden;Chirurgisch;0
Borsbeek;11007.0;2150.0;22 - Brandwonden;Medisch;< 5
Borsbeek;11007.0;2150.0;23 - Factoren die de gezondheid beïnvloeden;Chirurgisch;10
Borsbeek;11007.0;2150.0;23 - Factoren die de gezondheid beïnvloeden;Medisch;56
Borsbeek;11007.0;2150.0;24 - HIV infecties;Chirurgisch;0
Borsbeek;11007.0;2150.0;24 - HIV infecties;Medisch;< 5
Borsbeek;11007.0;2150.0;25 - Multipele traumata;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;25 - Multipele traumata;Medisch;< 5
Borsbeek;11007.0;2150.0;PP - Pre-MDC;Andere;0
Borsbeek;11007.0;2150.0;PP - Pre-MDC;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;PP - Pre-MDC;Medisch;0
Borsbeek;11007.0;2150.0;SS - Speciale DRG's;Andere;0
Borsbeek;11007.0;2150.0;SS - Speciale DRG's;Chirurgisch;0
Borsbeek;11007.0;2150.0;SS - Speciale DRG's;Medisch;0
Brasschaat;11008.0;2930.0;00 - Restgroep;Andere;0
Brasschaat;11008.0;2930.0;00 - Restgroep;Chirurgisch;74
Brasschaat;11008.0;2930.0;00 - Restgroep;Medisch;0
Brasschaat;11008.0;2930.0;01 - Zenuwstelsel;Chirurgisch;43
Brasschaat;11008.0;2930.0;01 - Zenuwstelsel;Medisch;401
Brasschaat;11008.0;2930.0;02 - Oogaandoeningen;Chirurgisch;46
Brasschaat;11008.0;2930.0;02 - Oogaandoeningen;Medisch;16
Brasschaat;11008.0;2930.0;03 - Neus, keel en oren;Chirurgisch;173
Brasschaat;11008.0;2930.0;03 - Neus, keel en oren;Medisch;271
Brasschaat;11008.0;2930.0;04 - Ademhalingsstelsel;Chirurgisch;23
Brasschaat;11008.0;2930.0;04 - Ademhalingsstelsel;Medisch;463
Brasschaat;11008.0;2930.0;05 - Hart en vaatstelsel;Chirurgisch;291
Brasschaat;11008.0;2930.0;05 - Hart en vaatstelsel;Medisch;400
Brasschaat;11008.0;2930.0;06 - Spijsverteringsstelsel;Chirurgisch;208
Brasschaat;11008.0;2930.0;06 - Spijsverteringsstelsel;Medisch;331
Brasschaat;11008.0;2930.0;07 - Lever, gal en pancreas;Chirurgisch;103
Brasschaat;11008.0;2930.0;07 - Lever, gal en pancreas;Medisch;102
Brasschaat;11008.0;2930.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;805
Brasschaat;11008.0;2930.0;08 - Bewegingsstelsel en bindweefsel;Medisch;197
Brasschaat;11008.0;2930.0;09 - Huid, subcutis, borstklier;Chirurgisch;119
Brasschaat;11008.0;2930.0;09 - Huid, subcutis, borstklier;Medisch;99
Brasschaat;11008.0;2930.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;44
Brasschaat;11008.0;2930.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;93
Brasschaat;11008.0;2930.0;11 - Nieren en urinewegen;Chirurgisch;135
Brasschaat;11008.0;2930.0;11 - Nieren en urinewegen;Medisch;198
Brasschaat;11008.0;2930.0;12 - Mannelijke geslachtsorganen;Chirurgisch;67
Brasschaat;11008.0;2930.0;12 - Mannelijke geslachtsorganen;Medisch;12
Brasschaat;11008.0;2930.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;118
Brasschaat;11008.0;2930.0;13 - Vrouwelijke geslachtsorganen;Medisch;10
Brasschaat;11008.0;2930.0;14 - Zwangerschap en bevalling;Chirurgisch;94
Brasschaat;11008.0;2930.0;14 - Zwangerschap en bevalling;Medisch;244
Brasschaat;11008.0;2930.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;15 - Neonati, perinatale aandoeningen;Medisch;6
Brasschaat;11008.0;2930.0;16 - Bloed en bloedvormende organen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;16 - Bloed en bloedvormende organen;Medisch;46
Brasschaat;11008.0;2930.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;7
Brasschaat;11008.0;2930.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;97
Brasschaat;11008.0;2930.0;18 - Infectie en parasitaire ziekten;Chirurgisch;14
Brasschaat;11008.0;2930.0;18 - Infectie en parasitaire ziekten;Medisch;118
Brasschaat;11008.0;2930.0;19 - Psychische stoornissen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;19 - Psychische stoornissen;Medisch;60
