commune;code_ins;code_postal;mdc_apr-drg_34;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;SS DRG spéciaux;Autre;< 5
Anvers;11002.0;2000.0;00 Groupe résiduel;Autre;< 5
Anvers;11002.0;2000.0;00 Groupe résiduel;Chirurgical;453
Anvers;11002.0;2000.0;01 Système nerveux;Médical;166
Anvers;11002.0;2000.0;01 Système nerveux;Chirurgical;1.107
Anvers;11002.0;2000.0;02 Affections des yeux;Médical;160
Anvers;11002.0;2000.0;02 Affections des yeux;Chirurgical;6.314
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Médical;7.482
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Chirurgical;6.389
Anvers;11002.0;2000.0;04 Système respiratoire;Médical;634
Anvers;11002.0;2000.0;04 Système respiratoire;Chirurgical;60
Anvers;11002.0;2000.0;05 Système circulatoire;Médical;1.400
Anvers;11002.0;2000.0;05 Système circulatoire;Chirurgical;1.063
Anvers;11002.0;2000.0;06 Système digestif;Médical;7.527
Anvers;11002.0;2000.0;06 Système digestif;Chirurgical;1.353
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Médical;314
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Chirurgical;39
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Médical;783
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Chirurgical;5.977
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Médical;1.387
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Chirurgical;1.161
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;96
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;7
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Médical;1.526
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Chirurgical;561
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Médical;3.156
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Chirurgical;305
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Médical;688
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Chirurgical;1.252
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Médical;281
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Chirurgical;642
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Médical;< 5
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Médical;1.242
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Chirurgical;46
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;16.511
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;74
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Médical;23
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Chirurgical;25
Anvers;11002.0;2000.0;19 Troubles mentaux;Médical;262
Anvers;11002.0;2000.0;19 Troubles mentaux;Chirurgical;6
Anvers;11002.0;2000.0;20 Alcoolisme et usage de drogue;Médical;89
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;50
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;92
Anvers;11002.0;2000.0;22 Brûlures;Médical;< 5
Anvers;11002.0;2000.0;22 Brûlures;Chirurgical;< 5
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Médical;17.540
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Chirurgical;1.772
Anvers;11002.0;2000.0;24 Infections HIV;Médical;48
Anvers;11002.0;2000.0;25 Traumatismes multiples;Chirurgical;< 5
Anvers;11002.0;2000.0;SS DRG spéciaux;Autre;627
Boechout;11004.0;2530.0;00 Groupe résiduel;Chirurgical;11
Boechout;11004.0;2530.0;01 Système nerveux;Médical;45
Boechout;11004.0;2530.0;01 Système nerveux;Chirurgical;26
Boechout;11004.0;2530.0;02 Affections des yeux;Médical;< 5
Boechout;11004.0;2530.0;02 Affections des yeux;Chirurgical;179
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Médical;206
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Chirurgical;146
Boechout;11004.0;2530.0;04 Système respiratoire;Médical;9
Boechout;11004.0;2530.0;04 Système respiratoire;Chirurgical;< 5
Boechout;11004.0;2530.0;05 Système circulatoire;Médical;45
Boechout;11004.0;2530.0;05 Système circulatoire;Chirurgical;29
Boechout;11004.0;2530.0;06 Système digestif;Médical;242
Boechout;11004.0;2530.0;06 Système digestif;Chirurgical;27
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Médical;8
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Chirurgical;< 5
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Médical;146
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Chirurgical;163
Boechout;11004.0;2530.0;09 Peau, tissu sous-cutané, sein;Médical;45
Boechout;11004.0;2530.0;09 Peau, tissu sous-cutané, sein;Chirurgical;23
Boechout;11004.0;2530.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;< 5
Boechout;11004.0;2530.0;11 Reins et voies urinaires;Médical;36
Boechout;11004.0;2530.0;11 Reins et voies urinaires;Chirurgical;18
Boechout;11004.0;2530.0;12 Organes génitaux masculins;Médical;57
Boechout;11004.0;2530.0;12 Organes génitaux masculins;Chirurgical;< 5
Boechout;11004.0;2530.0;13 Organes génitaux féminins;Médical;19
Boechout;11004.0;2530.0;13 Organes génitaux féminins;Chirurgical;32
Boechout;11004.0;2530.0;14 Grossesse et accouchement;Médical;8
Boechout;11004.0;2530.0;14 Grossesse et accouchement;Chirurgical;7
Boechout;11004.0;2530.0;16 Sang et organes hématopoïétiques;Médical;21
Boechout;11004.0;2530.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Boechout;11004.0;2530.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;539
Boechout;11004.0;2530.0;18 Maladies infectieuses et parasitaires;Médical;< 5
Boechout;11004.0;2530.0;19 Troubles mentaux;Médical;52
Boechout;11004.0;2530.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Boechout;11004.0;2530.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Boechout;11004.0;2530.0;23 Facteurs influençant la santé;Médical;396
Boechout;11004.0;2530.0;23 Facteurs influençant la santé;Chirurgical;43
Boechout;11004.0;2530.0;SS DRG spéciaux;Autre;< 5
Boom;11005.0;2850.0;00 Groupe résiduel;Chirurgical;8
Boom;11005.0;2850.0;01 Système nerveux;Médical;5
Boom;11005.0;2850.0;01 Système nerveux;Chirurgical;57
Boom;11005.0;2850.0;02 Affections des yeux;Médical;9
Boom;11005.0;2850.0;02 Affections des yeux;Chirurgical;197
Boom;11005.0;2850.0;03 Nez, gorge, oreilles;Médical;294
Boom;11005.0;2850.0;03 Nez, gorge, oreilles;Chirurgical;187
Boom;11005.0;2850.0;04 Système respiratoire;Médical;18
Boom;11005.0;2850.0;04 Système respiratoire;Chirurgical;< 5
Boom;11005.0;2850.0;05 Système circulatoire;Médical;74
Boom;11005.0;2850.0;05 Système circulatoire;Chirurgical;64
Boom;11005.0;2850.0;06 Système digestif;Médical;519
Boom;11005.0;2850.0;06 Système digestif;Chirurgical;35
Boom;11005.0;2850.0;07 Foie, bile et pancréas;Médical;5
Boom;11005.0;2850.0;08 Système musculaire et tissu conjonctif;Médical;25
Boom;11005.0;2850.0;08 Système musculaire et tissu conjonctif;Chirurgical;303
Boom;11005.0;2850.0;09 Peau, tissu sous-cutané, sein;Médical;60
Boom;11005.0;2850.0;09 Peau, tissu sous-cutané, sein;Chirurgical;65
Boom;11005.0;2850.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;< 5
Boom;11005.0;2850.0;11 Reins et voies urinaires;Médical;54
Boom;11005.0;2850.0;11 Reins et voies urinaires;Chirurgical;13
Boom;11005.0;2850.0;12 Organes génitaux masculins;Médical;107
Boom;11005.0;2850.0;12 Organes génitaux masculins;Chirurgical;16
Boom;11005.0;2850.0;13 Organes génitaux féminins;Médical;10
Boom;11005.0;2850.0;13 Organes génitaux féminins;Chirurgical;27
Boom;11005.0;2850.0;14 Grossesse et accouchement;Médical;6
Boom;11005.0;2850.0;14 Grossesse et accouchement;Chirurgical;12
Boom;11005.0;2850.0;16 Sang et organes hématopoïétiques;Médical;27
Boom;11005.0;2850.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Boom;11005.0;2850.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;468
Boom;11005.0;2850.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Boom;11005.0;2850.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Boom;11005.0;2850.0;19 Troubles mentaux;Médical;< 5
Boom;11005.0;2850.0;20 Alcoolisme et usage de drogue;Médical;< 5
Boom;11005.0;2850.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Boom;11005.0;2850.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Boom;11005.0;2850.0;23 Facteurs influençant la santé;Médical;890
Boom;11005.0;2850.0;23 Facteurs influençant la santé;Chirurgical;62
Boom;11005.0;2850.0;SS DRG spéciaux;Autre;5
Borsbeek;11007.0;2150.0;00 Groupe résiduel;Chirurgical;9
Borsbeek;11007.0;2150.0;01 Système nerveux;Médical;5
Borsbeek;11007.0;2150.0;01 Système nerveux;Chirurgical;36
Borsbeek;11007.0;2150.0;02 Affections des yeux;Médical;12
Borsbeek;11007.0;2150.0;02 Affections des yeux;Chirurgical;148
Borsbeek;11007.0;2150.0;03 Nez, gorge, oreilles;Médical;146
Borsbeek;11007.0;2150.0;03 Nez, gorge, oreilles;Chirurgical;183
Borsbeek;11007.0;2150.0;04 Système respiratoire;Médical;11
Borsbeek;11007.0;2150.0;05 Système circulatoire;Médical;35
Borsbeek;11007.0;2150.0;05 Système circulatoire;Chirurgical;49
Borsbeek;11007.0;2150.0;06 Système digestif;Médical;208
Borsbeek;11007.0;2150.0;06 Système digestif;Chirurgical;24
Borsbeek;11007.0;2150.0;07 Foie, bile et pancréas;Médical;< 5
Borsbeek;11007.0;2150.0;07 Foie, bile et pancréas;Chirurgical;< 5
Borsbeek;11007.0;2150.0;08 Système musculaire et tissu conjonctif;Médical;50
Borsbeek;11007.0;2150.0;08 Système musculaire et tissu conjonctif;Chirurgical;161
Borsbeek;11007.0;2150.0;09 Peau, tissu sous-cutané, sein;Médical;31
Borsbeek;11007.0;2150.0;09 Peau, tissu sous-cutané, sein;Chirurgical;35
Borsbeek;11007.0;2150.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;< 5
Borsbeek;11007.0;2150.0;11 Reins et voies urinaires;Médical;36
Borsbeek;11007.0;2150.0;11 Reins et voies urinaires;Chirurgical;13
Borsbeek;11007.0;2150.0;12 Organes génitaux masculins;Médical;69
Borsbeek;11007.0;2150.0;12 Organes génitaux masculins;Chirurgical;7
Borsbeek;11007.0;2150.0;13 Organes génitaux féminins;Médical;20
Borsbeek;11007.0;2150.0;13 Organes génitaux féminins;Chirurgical;22
Borsbeek;11007.0;2150.0;14 Grossesse et accouchement;Médical;< 5
Borsbeek;11007.0;2150.0;14 Grossesse et accouchement;Chirurgical;13
Borsbeek;11007.0;2150.0;16 Sang et organes hématopoïétiques;Médical;14
Borsbeek;11007.0;2150.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;428
Borsbeek;11007.0;2150.0;18 Maladies infectieuses et parasitaires;Médical;< 5
Borsbeek;11007.0;2150.0;19 Troubles mentaux;Médical;< 5
Borsbeek;11007.0;2150.0;20 Alcoolisme et usage de drogue;Médical;< 5
Borsbeek;11007.0;2150.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Borsbeek;11007.0;2150.0;23 Facteurs influençant la santé;Médical;458
Borsbeek;11007.0;2150.0;23 Facteurs influençant la santé;Chirurgical;38
Borsbeek;11007.0;2150.0;SS DRG spéciaux;Autre;6
Brasschaat;11008.0;2930.0;00 Groupe résiduel;Chirurgical;41
Brasschaat;11008.0;2930.0;01 Système nerveux;Médical;8
Brasschaat;11008.0;2930.0;01 Système nerveux;Chirurgical;107
Brasschaat;11008.0;2930.0;02 Affections des yeux;Médical;13
Brasschaat;11008.0;2930.0;02 Affections des yeux;Chirurgical;503
Brasschaat;11008.0;2930.0;03 Nez, gorge, oreilles;Médical;467
Brasschaat;11008.0;2930.0;03 Nez, gorge, oreilles;Chirurgical;478
Brasschaat;11008.0;2930.0;04 Système respiratoire;Médical;44
Brasschaat;11008.0;2930.0;05 Système circulatoire;Médical;85
Brasschaat;11008.0;2930.0;05 Système circulatoire;Chirurgical;77
Brasschaat;11008.0;2930.0;06 Système digestif;Médical;626
Brasschaat;11008.0;2930.0;06 Système digestif;Chirurgical;67
Brasschaat;11008.0;2930.0;07 Foie, bile et pancréas;Médical;20
Brasschaat;11008.0;2930.0;07 Foie, bile et pancréas;Chirurgical;< 5
Brasschaat;11008.0;2930.0;08 Système musculaire et tissu conjonctif;Médical;39
Brasschaat;11008.0;2930.0;08 Système musculaire et tissu conjonctif;Chirurgical;486
Brasschaat;11008.0;2930.0;09 Peau, tissu sous-cutané, sein;Médical;65
Brasschaat;11008.0;2930.0;09 Peau, tissu sous-cutané, sein;Chirurgical;85
Brasschaat;11008.0;2930.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;5
Brasschaat;11008.0;2930.0;11 Reins et voies urinaires;Médical;131
Brasschaat;11008.0;2930.0;11 Reins et voies urinaires;Chirurgical;46
Brasschaat;11008.0;2930.0;12 Organes génitaux masculins;Médical;136
Brasschaat;11008.0;2930.0;12 Organes génitaux masculins;Chirurgical;13
Brasschaat;11008.0;2930.0;13 Organes génitaux féminins;Médical;52
Brasschaat;11008.0;2930.0;13 Organes génitaux féminins;Chirurgical;90
Brasschaat;11008.0;2930.0;14 Grossesse et accouchement;Médical;5
Brasschaat;11008.0;2930.0;14 Grossesse et accouchement;Chirurgical;31
Brasschaat;11008.0;2930.0;16 Sang et organes hématopoïétiques;Médical;68
Brasschaat;11008.0;2930.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Brasschaat;11008.0;2930.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;1.591
Brasschaat;11008.0;2930.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;5
Brasschaat;11008.0;2930.0;18 Maladies infectieuses et parasitaires;Médical;< 5
Brasschaat;11008.0;2930.0;19 Troubles mentaux;Médical;6
Brasschaat;11008.0;2930.0;20 Alcoolisme et usage de drogue;Médical;8
Brasschaat;11008.0;2930.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;5
Brasschaat;11008.0;2930.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;5
Brasschaat;11008.0;2930.0;23 Facteurs influençant la santé;Médical;1.292
Brasschaat;11008.0;2930.0;23 Facteurs influençant la santé;Chirurgical;100
Brasschaat;11008.0;2930.0;SS DRG spéciaux;Autre;20
Brecht;11009.0;2960.0;00 Groupe résiduel;Chirurgical;32
Brecht;11009.0;2960.0;01 Système nerveux;Médical;5
Brecht;11009.0;2960.0;01 Système nerveux;Chirurgical;99
Brecht;11009.0;2960.0;02 Affections des yeux;Médical;13
Brecht;11009.0;2960.0;02 Affections des yeux;Chirurgical;357
Brecht;11009.0;2960.0;03 Nez, gorge, oreilles;Médical;382
Brecht;11009.0;2960.0;03 Nez, gorge, oreilles;Chirurgical;418
Brecht;11009.0;2960.0;04 Système respiratoire;Médical;50
Brecht;11009.0;2960.0;05 Système circulatoire;Médical;81
Brecht;11009.0;2960.0;05 Système circulatoire;Chirurgical;91
Brecht;11009.0;2960.0;06 Système digestif;Médical;450
Brecht;11009.0;2960.0;06 Système digestif;Chirurgical;85
Brecht;11009.0;2960.0;07 Foie, bile et pancréas;Médical;12
Brecht;11009.0;2960.0;08 Système musculaire et tissu conjonctif;Médical;44
Brecht;11009.0;2960.0;08 Système musculaire et tissu conjonctif;Chirurgical;392
Brecht;11009.0;2960.0;09 Peau, tissu sous-cutané, sein;Médical;56
Brecht;11009.0;2960.0;09 Peau, tissu sous-cutané, sein;Chirurgical;42
Brecht;11009.0;2960.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;5
Brecht;11009.0;2960.0;11 Reins et voies urinaires;Médical;79
Brecht;11009.0;2960.0;11 Reins et voies urinaires;Chirurgical;16
Brecht;11009.0;2960.0;12 Organes génitaux masculins;Médical;95
Brecht;11009.0;2960.0;12 Organes génitaux masculins;Chirurgical;16
Brecht;11009.0;2960.0;13 Organes génitaux féminins;Médical;30
Brecht;11009.0;2960.0;13 Organes génitaux féminins;Chirurgical;71
Brecht;11009.0;2960.0;14 Grossesse et accouchement;Médical;< 5
Brecht;11009.0;2960.0;14 Grossesse et accouchement;Chirurgical;31
Brecht;11009.0;2960.0;16 Sang et organes hématopoïétiques;Médical;26
Brecht;11009.0;2960.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Brecht;11009.0;2960.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;995
Brecht;11009.0;2960.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;5
Brecht;11009.0;2960.0;18 Maladies infectieuses et parasitaires;Médical;< 5
Brecht;11009.0;2960.0;20 Alcoolisme et usage de drogue;Médical;5
Brecht;11009.0;2960.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Brecht;11009.0;2960.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;10
Brecht;11009.0;2960.0;23 Facteurs influençant la santé;Médical;1.051
Brecht;11009.0;2960.0;23 Facteurs influençant la santé;Chirurgical;81
Brecht;11009.0;2960.0;24 Infections HIV;Médical;< 5
Brecht;11009.0;2960.0;25 Traumatismes multiples;Médical;< 5
Brecht;11009.0;2960.0;SS DRG spéciaux;Autre;7
Edegem;11013.0;2650.0;00 Groupe résiduel;Chirurgical;17
Edegem;11013.0;2650.0;01 Système nerveux;Médical;7
Edegem;11013.0;2650.0;01 Système nerveux;Chirurgical;61
Edegem;11013.0;2650.0;02 Affections des yeux;Médical;10
Edegem;11013.0;2650.0;02 Affections des yeux;Chirurgical;347
Edegem;11013.0;2650.0;03 Nez, gorge, oreilles;Médical;326
Edegem;11013.0;2650.0;03 Nez, gorge, oreilles;Chirurgical;214
Edegem;11013.0;2650.0;04 Système respiratoire;Médical;27
Edegem;11013.0;2650.0;04 Système respiratoire;Chirurgical;< 5
Edegem;11013.0;2650.0;05 Système circulatoire;Médical;84
Edegem;11013.0;2650.0;05 Système circulatoire;Chirurgical;44
Edegem;11013.0;2650.0;06 Système digestif;Médical;409
Edegem;11013.0;2650.0;06 Système digestif;Chirurgical;48
Edegem;11013.0;2650.0;07 Foie, bile et pancréas;Médical;11
Edegem;11013.0;2650.0;07 Foie, bile et pancréas;Chirurgical;< 5
Edegem;11013.0;2650.0;08 Système musculaire et tissu conjonctif;Médical;41
Edegem;11013.0;2650.0;08 Système musculaire et tissu conjonctif;Chirurgical;277
Edegem;11013.0;2650.0;09 Peau, tissu sous-cutané, sein;Médical;49
Edegem;11013.0;2650.0;09 Peau, tissu sous-cutané, sein;Chirurgical;52
Edegem;11013.0;2650.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;< 5
Edegem;11013.0;2650.0;11 Reins et voies urinaires;Médical;62
Edegem;11013.0;2650.0;11 Reins et voies urinaires;Chirurgical;30
Edegem;11013.0;2650.0;12 Organes génitaux masculins;Médical;100
Edegem;11013.0;2650.0;12 Organes génitaux masculins;Chirurgical;14
Edegem;11013.0;2650.0;13 Organes génitaux féminins;Médical;30
Edegem;11013.0;2650.0;13 Organes génitaux féminins;Chirurgical;40
Edegem;11013.0;2650.0;14 Grossesse et accouchement;Médical;6
Edegem;11013.0;2650.0;14 Grossesse et accouchement;Chirurgical;13
Edegem;11013.0;2650.0;16 Sang et organes hématopoïétiques;Médical;75
Edegem;11013.0;2650.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Edegem;11013.0;2650.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;1.175
Edegem;11013.0;2650.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Edegem;11013.0;2650.0;18 Maladies infectieuses et parasitaires;Médical;< 5
Edegem;11013.0;2650.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Edegem;11013.0;2650.0;19 Troubles mentaux;Médical;57
Edegem;11013.0;2650.0;20 Alcoolisme et usage de drogue;Médical;7
Edegem;11013.0;2650.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Edegem;11013.0;2650.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Edegem;11013.0;2650.0;23 Facteurs influençant la santé;Médical;903
Edegem;11013.0;2650.0;23 Facteurs influençant la santé;Chirurgical;75
Edegem;11013.0;2650.0;SS DRG spéciaux;Autre;< 5
Essen;11016.0;2910.0;00 Groupe résiduel;Chirurgical;16
Essen;11016.0;2910.0;01 Système nerveux;Médical;5
Essen;11016.0;2910.0;01 Système nerveux;Chirurgical;64
Essen;11016.0;2910.0;02 Affections des yeux;Médical;5
Essen;11016.0;2910.0;02 Affections des yeux;Chirurgical;151
Essen;11016.0;2910.0;03 Nez, gorge, oreilles;Médical;213
Essen;11016.0;2910.0;03 Nez, gorge, oreilles;Chirurgical;267
Essen;11016.0;2910.0;04 Système respiratoire;Médical;18
Essen;11016.0;2910.0;05 Système circulatoire;Médical;41
Essen;11016.0;2910.0;05 Système circulatoire;Chirurgical;42
Essen;11016.0;2910.0;06 Système digestif;Médical;262
Essen;11016.0;2910.0;06 Système digestif;Chirurgical;24
Essen;11016.0;2910.0;07 Foie, bile et pancréas;Médical;< 5
Essen;11016.0;2910.0;08 Système musculaire et tissu conjonctif;Médical;20
Essen;11016.0;2910.0;08 Système musculaire et tissu conjonctif;Chirurgical;289
Essen;11016.0;2910.0;09 Peau, tissu sous-cutané, sein;Médical;22
Essen;11016.0;2910.0;09 Peau, tissu sous-cutané, sein;Chirurgical;44
Essen;11016.0;2910.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;< 5
Essen;11016.0;2910.0;11 Reins et voies urinaires;Médical;51
Essen;11016.0;2910.0;11 Reins et voies urinaires;Chirurgical;22
Essen;11016.0;2910.0;12 Organes génitaux masculins;Médical;73
Essen;11016.0;2910.0;12 Organes génitaux masculins;Chirurgical;13
Essen;11016.0;2910.0;13 Organes génitaux féminins;Médical;17
Essen;11016.0;2910.0;13 Organes génitaux féminins;Chirurgical;39
Essen;11016.0;2910.0;14 Grossesse et accouchement;Médical;< 5
Essen;11016.0;2910.0;14 Grossesse et accouchement;Chirurgical;19
Essen;11016.0;2910.0;16 Sang et organes hématopoïétiques;Médical;34
Essen;11016.0;2910.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;498
Essen;11016.0;2910.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Essen;11016.0;2910.0;18 Maladies infectieuses et parasitaires;Médical;< 5
Essen;11016.0;2910.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Essen;11016.0;2910.0;20 Alcoolisme et usage de drogue;Médical;< 5
Essen;11016.0;2910.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Essen;11016.0;2910.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;7
Essen;11016.0;2910.0;23 Facteurs influençant la santé;Médical;580
Essen;11016.0;2910.0;23 Facteurs influençant la santé;Chirurgical;49
Essen;11016.0;2910.0;SS DRG spéciaux;Autre;< 5
Hemiksem;11018.0;2620.0;00 Groupe résiduel;Chirurgical;10
Hemiksem;11018.0;2620.0;01 Système nerveux;Médical;< 5
Hemiksem;11018.0;2620.0;01 Système nerveux;Chirurgical;33
Hemiksem;11018.0;2620.0;02 Affections des yeux;Médical;< 5
Hemiksem;11018.0;2620.0;02 Affections des yeux;Chirurgical;134
Hemiksem;11018.0;2620.0;03 Nez, gorge, oreilles;Médical;232
Hemiksem;11018.0;2620.0;03 Nez, gorge, oreilles;Chirurgical;128
Hemiksem;11018.0;2620.0;04 Système respiratoire;Médical;9
Hemiksem;11018.0;2620.0;05 Système circulatoire;Médical;49
Hemiksem;11018.0;2620.0;05 Système circulatoire;Chirurgical;33
Hemiksem;11018.0;2620.0;06 Système digestif;Médical;304
Hemiksem;11018.0;2620.0;06 Système digestif;Chirurgical;31
