gemeente;nis_code;postcode;mdc_apr-drg_34;diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;52
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Medisch;52
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;19 Psychische stoornissen;Medisch;10
Aartselaar;11001.0;2630.0;20 Alcohol en druggebruik;Medisch;14
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;21
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;6
Aartselaar;11001.0;2630.0;22 Brandwonden;Medisch;< 5
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Medisch;80
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;23
Aartselaar;11001.0;2630.0;25 Multipele traumata;Medisch;< 5
Aartselaar;11001.0;2630.0;25 Multipele traumata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;PP Pre-MDC;Chirurgisch;6
Antwerpen;11002.0;2000.0;00 Restgroep;Andere;< 5
Antwerpen;11002.0;2000.0;00 Restgroep;Chirurgisch;1.259
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Medisch;5.655
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Chirurgisch;573
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Medisch;176
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Chirurgisch;499
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Medisch;3.559
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Chirurgisch;1.993
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Medisch;6.179
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Chirurgisch;338
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Medisch;4.779
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Chirurgisch;3.566
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Medisch;5.301
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Chirurgisch;3.041
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Medisch;1.176
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Chirurgisch;1.129
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Medisch;2.623
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;8.221
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Medisch;1.290
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Chirurgisch;1.359
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;1.615
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;862
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Medisch;2.428
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Chirurgisch;1.385
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Medisch;261
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Chirurgisch;640
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Medisch;155
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;1.141
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Medisch;6.678
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Chirurgisch;2.093
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Medisch;464
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Chirurgisch;19
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Medisch;777
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Chirurgisch;44
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;1.543
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;159
Antwerpen;11002.0;2000.0;18 Infectie en parasitaire ziekten;Medisch;1.573
Antwerpen;11002.0;2000.0;18 Infectie en parasitaire ziekten;Chirurgisch;248
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Medisch;724
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Chirurgisch;38
Antwerpen;11002.0;2000.0;20 Alcohol en druggebruik;Medisch;599
Antwerpen;11002.0;2000.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;841
Antwerpen;11002.0;2000.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;161
Antwerpen;11002.0;2000.0;22 Brandwonden;Medisch;51
Antwerpen;11002.0;2000.0;22 Brandwonden;Chirurgisch;21
Antwerpen;11002.0;2000.0;23 Factoren die de gezondheid beïnvloeden;Medisch;3.004
Antwerpen;11002.0;2000.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;490
Antwerpen;11002.0;2000.0;24 HIV infecties;Medisch;77
Antwerpen;11002.0;2000.0;25 Multipele traumata;Medisch;51
Antwerpen;11002.0;2000.0;25 Multipele traumata;Chirurgisch;64
Antwerpen;11002.0;2000.0;PP Pre-MDC;Chirurgisch;157
Boechout;11004.0;2530.0;00 Restgroep;Chirurgisch;28
Boechout;11004.0;2530.0;01 Zenuwstelsel;Medisch;145
Boechout;11004.0;2530.0;01 Zenuwstelsel;Chirurgisch;27
Boechout;11004.0;2530.0;02 Oogaandoeningen;Medisch;< 5
Boechout;11004.0;2530.0;02 Oogaandoeningen;Chirurgisch;16
Boechout;11004.0;2530.0;03 Neus, keel en oren;Medisch;63
Boechout;11004.0;2530.0;03 Neus, keel en oren;Chirurgisch;44
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Medisch;116
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Chirurgisch;6
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Medisch;106
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Chirurgisch;84
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Medisch;124
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Chirurgisch;79
Boechout;11004.0;2530.0;07 Lever, gal en pancreas;Medisch;32
Boechout;11004.0;2530.0;07 Lever, gal en pancreas;Chirurgisch;24
Boechout;11004.0;2530.0;08 Bewegingsstelsel en bindweefsel;Medisch;47
Boechout;11004.0;2530.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;234
Boechout;11004.0;2530.0;09 Huid, subcutis, borstklier;Medisch;31
Boechout;11004.0;2530.0;09 Huid, subcutis, borstklier;Chirurgisch;47
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;15
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;17
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Medisch;44
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Chirurgisch;27
Boechout;11004.0;2530.0;12 Mannelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;12 Mannelijke geslachtsorganen;Chirurgisch;18
Boechout;11004.0;2530.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;22
Boechout;11004.0;2530.0;14 Zwangerschap en bevalling;Medisch;101
Boechout;11004.0;2530.0;14 Zwangerschap en bevalling;Chirurgisch;30
Boechout;11004.0;2530.0;15 Neonati, perinatale aandoeningen;Medisch;7
Boechout;11004.0;2530.0;16 Bloed en bloedvormende organen;Medisch;17
Boechout;11004.0;2530.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;29
Boechout;11004.0;2530.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Boechout;11004.0;2530.0;18 Infectie en parasitaire ziekten;Medisch;30
Boechout;11004.0;2530.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Boechout;11004.0;2530.0;19 Psychische stoornissen;Medisch;13
Boechout;11004.0;2530.0;20 Alcohol en druggebruik;Medisch;9
Boechout;11004.0;2530.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;11
Boechout;11004.0;2530.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;6
Boechout;11004.0;2530.0;22 Brandwonden;Medisch;< 5
Boechout;11004.0;2530.0;23 Factoren die de gezondheid beïnvloeden;Medisch;52
Boechout;11004.0;2530.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;15
Boechout;11004.0;2530.0;25 Multipele traumata;Medisch;< 5
Boechout;11004.0;2530.0;25 Multipele traumata;Chirurgisch;< 5
Boechout;11004.0;2530.0;PP Pre-MDC;Chirurgisch;< 5
Boom;11005.0;2850.0;00 Restgroep;Andere;< 5
Boom;11005.0;2850.0;00 Restgroep;Chirurgisch;61
Boom;11005.0;2850.0;01 Zenuwstelsel;Medisch;188
Boom;11005.0;2850.0;01 Zenuwstelsel;Chirurgisch;38
Boom;11005.0;2850.0;02 Oogaandoeningen;Medisch;< 5
Boom;11005.0;2850.0;02 Oogaandoeningen;Chirurgisch;14
Boom;11005.0;2850.0;03 Neus, keel en oren;Medisch;109
Boom;11005.0;2850.0;03 Neus, keel en oren;Chirurgisch;62
Boom;11005.0;2850.0;04 Ademhalingsstelsel;Medisch;221
Boom;11005.0;2850.0;04 Ademhalingsstelsel;Chirurgisch;15
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Medisch;182
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Chirurgisch;210
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Medisch;200
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Chirurgisch;125
Boom;11005.0;2850.0;07 Lever, gal en pancreas;Medisch;54
Boom;11005.0;2850.0;07 Lever, gal en pancreas;Chirurgisch;43
Boom;11005.0;2850.0;08 Bewegingsstelsel en bindweefsel;Medisch;97
Boom;11005.0;2850.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;359
Boom;11005.0;2850.0;09 Huid, subcutis, borstklier;Medisch;41
Boom;11005.0;2850.0;09 Huid, subcutis, borstklier;Chirurgisch;53
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;79
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;36
Boom;11005.0;2850.0;11 Nieren en urinewegen;Medisch;75
Boom;11005.0;2850.0;11 Nieren en urinewegen;Chirurgisch;54
Boom;11005.0;2850.0;12 Mannelijke geslachtsorganen;Medisch;14
Boom;11005.0;2850.0;12 Mannelijke geslachtsorganen;Chirurgisch;31
Boom;11005.0;2850.0;13 Vrouwelijke geslachtsorganen;Medisch;7
Boom;11005.0;2850.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;26
Boom;11005.0;2850.0;14 Zwangerschap en bevalling;Medisch;187
Boom;11005.0;2850.0;14 Zwangerschap en bevalling;Chirurgisch;62
Boom;11005.0;2850.0;15 Neonati, perinatale aandoeningen;Medisch;16
Boom;11005.0;2850.0;15 Neonati, perinatale aandoeningen;Chirurgisch;< 5
Boom;11005.0;2850.0;16 Bloed en bloedvormende organen;Medisch;27
Boom;11005.0;2850.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Boom;11005.0;2850.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;60
Boom;11005.0;2850.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;6
Boom;11005.0;2850.0;18 Infectie en parasitaire ziekten;Medisch;52
Boom;11005.0;2850.0;18 Infectie en parasitaire ziekten;Chirurgisch;6
Boom;11005.0;2850.0;19 Psychische stoornissen;Medisch;20
Boom;11005.0;2850.0;20 Alcohol en druggebruik;Medisch;24
Boom;11005.0;2850.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;29
Boom;11005.0;2850.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;6
Boom;11005.0;2850.0;22 Brandwonden;Medisch;< 5
Boom;11005.0;2850.0;23 Factoren die de gezondheid beïnvloeden;Medisch;126
Boom;11005.0;2850.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;16
Boom;11005.0;2850.0;25 Multipele traumata;Medisch;< 5
Boom;11005.0;2850.0;25 Multipele traumata;Chirurgisch;< 5
Boom;11005.0;2850.0;PP Pre-MDC;Chirurgisch;6
Borsbeek;11007.0;2150.0;00 Restgroep;Chirurgisch;21
Borsbeek;11007.0;2150.0;01 Zenuwstelsel;Medisch;120
Borsbeek;11007.0;2150.0;01 Zenuwstelsel;Chirurgisch;10
Borsbeek;11007.0;2150.0;02 Oogaandoeningen;Medisch;< 5
Borsbeek;11007.0;2150.0;02 Oogaandoeningen;Chirurgisch;9
Borsbeek;11007.0;2150.0;03 Neus, keel en oren;Medisch;72
Borsbeek;11007.0;2150.0;03 Neus, keel en oren;Chirurgisch;33
Borsbeek;11007.0;2150.0;04 Ademhalingsstelsel;Medisch;121
Borsbeek;11007.0;2150.0;04 Ademhalingsstelsel;Chirurgisch;8
Borsbeek;11007.0;2150.0;05 Hart en vaatstelsel;Medisch;121
Borsbeek;11007.0;2150.0;05 Hart en vaatstelsel;Chirurgisch;84
Borsbeek;11007.0;2150.0;06 Spijsverteringsstelsel;Medisch;136
Borsbeek;11007.0;2150.0;06 Spijsverteringsstelsel;Chirurgisch;94
Borsbeek;11007.0;2150.0;07 Lever, gal en pancreas;Medisch;25
Borsbeek;11007.0;2150.0;07 Lever, gal en pancreas;Chirurgisch;35
Borsbeek;11007.0;2150.0;08 Bewegingsstelsel en bindweefsel;Medisch;51
Borsbeek;11007.0;2150.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;199
Borsbeek;11007.0;2150.0;09 Huid, subcutis, borstklier;Medisch;28
Borsbeek;11007.0;2150.0;09 Huid, subcutis, borstklier;Chirurgisch;41
Borsbeek;11007.0;2150.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;20
Borsbeek;11007.0;2150.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;16
Borsbeek;11007.0;2150.0;11 Nieren en urinewegen;Medisch;50
Borsbeek;11007.0;2150.0;11 Nieren en urinewegen;Chirurgisch;28
Borsbeek;11007.0;2150.0;12 Mannelijke geslachtsorganen;Medisch;< 5
Borsbeek;11007.0;2150.0;12 Mannelijke geslachtsorganen;Chirurgisch;14
Borsbeek;11007.0;2150.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Borsbeek;11007.0;2150.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;30
Borsbeek;11007.0;2150.0;14 Zwangerschap en bevalling;Medisch;131
Borsbeek;11007.0;2150.0;14 Zwangerschap en bevalling;Chirurgisch;44
Borsbeek;11007.0;2150.0;15 Neonati, perinatale aandoeningen;Medisch;7
Borsbeek;11007.0;2150.0;16 Bloed en bloedvormende organen;Medisch;12
Borsbeek;11007.0;2150.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;21
Borsbeek;11007.0;2150.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;18 Infectie en parasitaire ziekten;Medisch;31
Borsbeek;11007.0;2150.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;19 Psychische stoornissen;Medisch;7
Borsbeek;11007.0;2150.0;20 Alcohol en druggebruik;Medisch;11
Borsbeek;11007.0;2150.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;13
Borsbeek;11007.0;2150.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;22 Brandwonden;Medisch;< 5
Borsbeek;11007.0;2150.0;23 Factoren die de gezondheid beïnvloeden;Medisch;47
Borsbeek;11007.0;2150.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;9
Borsbeek;11007.0;2150.0;25 Multipele traumata;Medisch;< 5
Borsbeek;11007.0;2150.0;25 Multipele traumata;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;PP Pre-MDC;Chirurgisch;8
Brasschaat;11008.0;2930.0;00 Restgroep;Chirurgisch;70
Brasschaat;11008.0;2930.0;01 Zenuwstelsel;Medisch;430
Brasschaat;11008.0;2930.0;01 Zenuwstelsel;Chirurgisch;61
Brasschaat;11008.0;2930.0;02 Oogaandoeningen;Medisch;15
Brasschaat;11008.0;2930.0;02 Oogaandoeningen;Chirurgisch;43
Brasschaat;11008.0;2930.0;03 Neus, keel en oren;Medisch;244
Brasschaat;11008.0;2930.0;03 Neus, keel en oren;Chirurgisch;173
Brasschaat;11008.0;2930.0;04 Ademhalingsstelsel;Medisch;436
Brasschaat;11008.0;2930.0;04 Ademhalingsstelsel;Chirurgisch;16
Brasschaat;11008.0;2930.0;05 Hart en vaatstelsel;Medisch;457
Brasschaat;11008.0;2930.0;05 Hart en vaatstelsel;Chirurgisch;217
Brasschaat;11008.0;2930.0;06 Spijsverteringsstelsel;Medisch;382
Brasschaat;11008.0;2930.0;06 Spijsverteringsstelsel;Chirurgisch;244
Brasschaat;11008.0;2930.0;07 Lever, gal en pancreas;Medisch;91
Brasschaat;11008.0;2930.0;07 Lever, gal en pancreas;Chirurgisch;77
Brasschaat;11008.0;2930.0;08 Bewegingsstelsel en bindweefsel;Medisch;207
Brasschaat;11008.0;2930.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;761
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borstklier;Medisch;63
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borstklier;Chirurgisch;106
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;78
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;53
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Medisch;156
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Chirurgisch;117
Brasschaat;11008.0;2930.0;12 Mannelijke geslachtsorganen;Medisch;28
Brasschaat;11008.0;2930.0;12 Mannelijke geslachtsorganen;Chirurgisch;54
Brasschaat;11008.0;2930.0;13 Vrouwelijke geslachtsorganen;Medisch;10
Brasschaat;11008.0;2930.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;106
Brasschaat;11008.0;2930.0;14 Zwangerschap en bevalling;Medisch;248
Brasschaat;11008.0;2930.0;14 Zwangerschap en bevalling;Chirurgisch;82
Brasschaat;11008.0;2930.0;15 Neonati, perinatale aandoeningen;Medisch;14
Brasschaat;11008.0;2930.0;15 Neonati, perinatale aandoeningen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;16 Bloed en bloedvormende organen;Medisch;32
Brasschaat;11008.0;2930.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;97
Brasschaat;11008.0;2930.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;16
Brasschaat;11008.0;2930.0;18 Infectie en parasitaire ziekten;Medisch;130
Brasschaat;11008.0;2930.0;18 Infectie en parasitaire ziekten;Chirurgisch;14
Brasschaat;11008.0;2930.0;19 Psychische stoornissen;Medisch;52
Brasschaat;11008.0;2930.0;19 Psychische stoornissen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;20 Alcohol en druggebruik;Medisch;28
Brasschaat;11008.0;2930.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;64
Brasschaat;11008.0;2930.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;14
Brasschaat;11008.0;2930.0;22 Brandwonden;Medisch;< 5
Brasschaat;11008.0;2930.0;22 Brandwonden;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;23 Factoren die de gezondheid beïnvloeden;Medisch;198
Brasschaat;11008.0;2930.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;47
Brasschaat;11008.0;2930.0;24 HIV infecties;Medisch;< 5
Brasschaat;11008.0;2930.0;25 Multipele traumata;Medisch;8
Brasschaat;11008.0;2930.0;25 Multipele traumata;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;PP Pre-MDC;Chirurgisch;6
Brecht;11009.0;2960.0;00 Restgroep;Chirurgisch;79
Brecht;11009.0;2960.0;01 Zenuwstelsel;Medisch;254
Brecht;11009.0;2960.0;01 Zenuwstelsel;Chirurgisch;46
Brecht;11009.0;2960.0;02 Oogaandoeningen;Medisch;7
Brecht;11009.0;2960.0;02 Oogaandoeningen;Chirurgisch;19
Brecht;11009.0;2960.0;03 Neus, keel en oren;Medisch;220
Brecht;11009.0;2960.0;03 Neus, keel en oren;Chirurgisch;78
Brecht;11009.0;2960.0;04 Ademhalingsstelsel;Medisch;359
Brecht;11009.0;2960.0;04 Ademhalingsstelsel;Chirurgisch;19
Brecht;11009.0;2960.0;05 Hart en vaatstelsel;Medisch;337
Brecht;11009.0;2960.0;05 Hart en vaatstelsel;Chirurgisch;204
Brecht;11009.0;2960.0;06 Spijsverteringsstelsel;Medisch;304
Brecht;11009.0;2960.0;06 Spijsverteringsstelsel;Chirurgisch;193
Brecht;11009.0;2960.0;07 Lever, gal en pancreas;Medisch;54
Brecht;11009.0;2960.0;07 Lever, gal en pancreas;Chirurgisch;48
Brecht;11009.0;2960.0;08 Bewegingsstelsel en bindweefsel;Medisch;149
Brecht;11009.0;2960.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;600
Brecht;11009.0;2960.0;09 Huid, subcutis, borstklier;Medisch;59
Brecht;11009.0;2960.0;09 Huid, subcutis, borstklier;Chirurgisch;79
Brecht;11009.0;2960.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;53
Brecht;11009.0;2960.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;42
Brecht;11009.0;2960.0;11 Nieren en urinewegen;Medisch;118
Brecht;11009.0;2960.0;11 Nieren en urinewegen;Chirurgisch;56
Brecht;11009.0;2960.0;12 Mannelijke geslachtsorganen;Medisch;20
Brecht;11009.0;2960.0;12 Mannelijke geslachtsorganen;Chirurgisch;44
Brecht;11009.0;2960.0;13 Vrouwelijke geslachtsorganen;Medisch;9
Brecht;11009.0;2960.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;85
Brecht;11009.0;2960.0;14 Zwangerschap en bevalling;Medisch;222
Brecht;11009.0;2960.0;14 Zwangerschap en bevalling;Chirurgisch;82
Brecht;11009.0;2960.0;15 Neonati, perinatale aandoeningen;Medisch;12
Brecht;11009.0;2960.0;16 Bloed en bloedvormende organen;Medisch;28
Brecht;11009.0;2960.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;87
Brecht;11009.0;2960.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;13
Brecht;11009.0;2960.0;18 Infectie en parasitaire ziekten;Medisch;99
Brecht;11009.0;2960.0;18 Infectie en parasitaire ziekten;Chirurgisch;11
Brecht;11009.0;2960.0;19 Psychische stoornissen;Medisch;55
Brecht;11009.0;2960.0;19 Psychische stoornissen;Chirurgisch;< 5
Brecht;11009.0;2960.0;20 Alcohol en druggebruik;Medisch;29
Brecht;11009.0;2960.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;49
Brecht;11009.0;2960.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;6
Brecht;11009.0;2960.0;22 Brandwonden;Medisch;< 5
Brecht;11009.0;2960.0;22 Brandwonden;Chirurgisch;< 5
Brecht;11009.0;2960.0;23 Factoren die de gezondheid beïnvloeden;Medisch;186
Brecht;11009.0;2960.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;33
Brecht;11009.0;2960.0;25 Multipele traumata;Medisch;< 5
Brecht;11009.0;2960.0;25 Multipele traumata;Chirurgisch;< 5
Brecht;11009.0;2960.0;PP Pre-MDC;Chirurgisch;8
Edegem;11013.0;2650.0;00 Restgroep;Chirurgisch;40
Edegem;11013.0;2650.0;01 Zenuwstelsel;Medisch;279
