gemeente;nis_code;postcode;mdc_apr-drg_36;soort_drg;aantal_verblijven
Aartselaar;11001.0;2630.0;18 - Infectieuze en parasitaire ziekten;Medisch;< 5
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Chirurgisch;0
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Medisch;0
Aartselaar;11001.0;2630.0;20 - Alcohol en druggebruik;Chirurgisch;0
Aartselaar;11001.0;2630.0;20 - Alcohol en druggebruik;Medisch;0
Aartselaar;11001.0;2630.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Medisch;5
Aartselaar;11001.0;2630.0;22 - Brandwonden;Chirurgisch;0
Aartselaar;11001.0;2630.0;22 - Brandwonden;Medisch;0
Aartselaar;11001.0;2630.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;39
Aartselaar;11001.0;2630.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;631
Aartselaar;11001.0;2630.0;24 - HIV infecties;Chirurgisch;0
Aartselaar;11001.0;2630.0;24 - HIV infecties;Medisch;0
Aartselaar;11001.0;2630.0;25 - Multipele significante traumata;Chirurgisch;0
Aartselaar;11001.0;2630.0;25 - Multipele significante traumata;Medisch;0
Aartselaar;11001.0;2630.0;PP - pre-MDC;Andere;0
Aartselaar;11001.0;2630.0;PP - pre-MDC;Chirurgisch;0
Aartselaar;11001.0;2630.0;PP - pre-MDC;Medisch;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Andere;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Chirurgisch;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Medisch;0
Antwerpen;11002.0;2000.0;00 - Restgroep;Andere;< 5
Antwerpen;11002.0;2000.0;00 - Restgroep;Chirurgisch;218
Antwerpen;11002.0;2000.0;00 - Restgroep;Medisch;0
Antwerpen;11002.0;2000.0;01 - Zenuwstelsel;Chirurgisch;832
Antwerpen;11002.0;2000.0;01 - Zenuwstelsel;Medisch;175
Antwerpen;11002.0;2000.0;02 - Oogaandoeningen;Chirurgisch;4.767
Antwerpen;11002.0;2000.0;02 - Oogaandoeningen;Medisch;80
Antwerpen;11002.0;2000.0;03 - Neus, keel, oren, schedel en aangezicht;Chirurgisch;4.258
Antwerpen;11002.0;2000.0;03 - Neus, keel, oren, schedel en aangezicht;Medisch;7.409
Antwerpen;11002.0;2000.0;04 - Ademhalingsstelsel;Chirurgisch;33
Antwerpen;11002.0;2000.0;04 - Ademhalingsstelsel;Medisch;508
Antwerpen;11002.0;2000.0;05 - Hart en vaatstelsel;Chirurgisch;837
Antwerpen;11002.0;2000.0;05 - Hart en vaatstelsel;Medisch;2.032
Antwerpen;11002.0;2000.0;06 - Spijsverteringsstelsel;Chirurgisch;1.031
Antwerpen;11002.0;2000.0;06 - Spijsverteringsstelsel;Medisch;7.692
Antwerpen;11002.0;2000.0;07 - Hepatobiliair stelsel en pancreas;Chirurgisch;65
Antwerpen;11002.0;2000.0;07 - Hepatobiliair stelsel en pancreas;Medisch;375
Antwerpen;11002.0;2000.0;08 - Musculoskeletaal stelsel en bindweefsel;Chirurgisch;4.564
Antwerpen;11002.0;2000.0;08 - Musculoskeletaal stelsel en bindweefsel;Medisch;587
Antwerpen;11002.0;2000.0;09 - Huid, subcutis, borst;Chirurgisch;879
Antwerpen;11002.0;2000.0;09 - Huid, subcutis, borst;Medisch;1.158
Antwerpen;11002.0;2000.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;22
Antwerpen;11002.0;2000.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;104
Antwerpen;11002.0;2000.0;11 - Nieren en urinewegen;Chirurgisch;287
Antwerpen;11002.0;2000.0;11 - Nieren en urinewegen;Medisch;1.749
Antwerpen;11002.0;2000.0;12 - Mannelijk voortplantingsstelsel;Chirurgisch;224
Antwerpen;11002.0;2000.0;12 - Mannelijk voortplantingsstelsel;Medisch;2.149
Antwerpen;11002.0;2000.0;13 - Vrouwelijk voortplantingsstelsel;Chirurgisch;786
Antwerpen;11002.0;2000.0;13 - Vrouwelijk voortplantingsstelsel;Medisch;581
Antwerpen;11002.0;2000.0;14 - Zwangerschap, bevalling en puerperium;Chirurgisch;466
Antwerpen;11002.0;2000.0;14 - Zwangerschap, bevalling en puerperium;Medisch;452
Antwerpen;11002.0;2000.0;15 - Neonati - Perinatale aandoeningen;Chirurgisch;0
Antwerpen;11002.0;2000.0;15 - Neonati - Perinatale aandoeningen;Medisch;0
Antwerpen;11002.0;2000.0;16 - Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;34
Antwerpen;11002.0;2000.0;16 - Bloed, bloedvormende organen en immuunsysteem;Medisch;1.008
Antwerpen;11002.0;2000.0;17 - Lymfatische, hematopoëtische en andere maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;70
Antwerpen;11002.0;2000.0;17 - Lymfatische, hematopoëtische en andere maligne aandoeningen, chemo- en radiotherapie;Medisch;17.723
Antwerpen;11002.0;2000.0;18 - Infectieuze en parasitaire ziekten;Chirurgisch;43
Antwerpen;11002.0;2000.0;18 - Infectieuze en parasitaire ziekten;Medisch;27
Antwerpen;11002.0;2000.0;19 - Psychische stoornissen;Chirurgisch;10
Antwerpen;11002.0;2000.0;19 - Psychische stoornissen;Medisch;46
Antwerpen;11002.0;2000.0;20 - Alcohol en druggebruik;Chirurgisch;0
Antwerpen;11002.0;2000.0;20 - Alcohol en druggebruik;Medisch;7
Antwerpen;11002.0;2000.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Chirurgisch;94
Antwerpen;11002.0;2000.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Medisch;64
Antwerpen;11002.0;2000.0;22 - Brandwonden;Chirurgisch;0
Antwerpen;11002.0;2000.0;22 - Brandwonden;Medisch;5
Antwerpen;11002.0;2000.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;1.471
Antwerpen;11002.0;2000.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;15.794
Antwerpen;11002.0;2000.0;24 - HIV infecties;Chirurgisch;0
Antwerpen;11002.0;2000.0;24 - HIV infecties;Medisch;< 5
Antwerpen;11002.0;2000.0;25 - Multipele significante traumata;Chirurgisch;0
Antwerpen;11002.0;2000.0;25 - Multipele significante traumata;Medisch;0
Antwerpen;11002.0;2000.0;PP - pre-MDC;Andere;0
Antwerpen;11002.0;2000.0;PP - pre-MDC;Chirurgisch;0
Antwerpen;11002.0;2000.0;PP - pre-MDC;Medisch;0
Antwerpen;11002.0;2000.0;SS - Speciale DRG's;Andere;0
Antwerpen;11002.0;2000.0;SS - Speciale DRG's;Chirurgisch;0
Antwerpen;11002.0;2000.0;SS - Speciale DRG's;Medisch;0
Boechout;11004.0;2530.0;00 - Restgroep;Andere;0
Boechout;11004.0;2530.0;00 - Restgroep;Chirurgisch;< 5
Boechout;11004.0;2530.0;00 - Restgroep;Medisch;0
Boechout;11004.0;2530.0;01 - Zenuwstelsel;Chirurgisch;29
Boechout;11004.0;2530.0;01 - Zenuwstelsel;Medisch;5
Boechout;11004.0;2530.0;02 - Oogaandoeningen;Chirurgisch;123
Boechout;11004.0;2530.0;02 - Oogaandoeningen;Medisch;< 5
Boechout;11004.0;2530.0;03 - Neus, keel, oren, schedel en aangezicht;Chirurgisch;89
Boechout;11004.0;2530.0;03 - Neus, keel, oren, schedel en aangezicht;Medisch;168
Boechout;11004.0;2530.0;04 - Ademhalingsstelsel;Chirurgisch;< 5
Boechout;11004.0;2530.0;04 - Ademhalingsstelsel;Medisch;11
Boechout;11004.0;2530.0;05 - Hart en vaatstelsel;Chirurgisch;26
Boechout;11004.0;2530.0;05 - Hart en vaatstelsel;Medisch;56
Boechout;11004.0;2530.0;06 - Spijsverteringsstelsel;Chirurgisch;45
Boechout;11004.0;2530.0;06 - Spijsverteringsstelsel;Medisch;290
Boechout;11004.0;2530.0;07 - Hepatobiliair stelsel en pancreas;Chirurgisch;6
Boechout;11004.0;2530.0;07 - Hepatobiliair stelsel en pancreas;Medisch;9
Boechout;11004.0;2530.0;08 - Musculoskeletaal stelsel en bindweefsel;Chirurgisch;148
Boechout;11004.0;2530.0;08 - Musculoskeletaal stelsel en bindweefsel;Medisch;17
Boechout;11004.0;2530.0;09 - Huid, subcutis, borst;Chirurgisch;23
Boechout;11004.0;2530.0;09 - Huid, subcutis, borst;Medisch;35
Boechout;11004.0;2530.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Boechout;11004.0;2530.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;< 5
Boechout;11004.0;2530.0;11 - Nieren en urinewegen;Chirurgisch;13
Boechout;11004.0;2530.0;11 - Nieren en urinewegen;Medisch;42
Boechout;11004.0;2530.0;12 - Mannelijk voortplantingsstelsel;Chirurgisch;8
Boechout;11004.0;2530.0;12 - Mannelijk voortplantingsstelsel;Medisch;33
Boechout;11004.0;2530.0;13 - Vrouwelijk voortplantingsstelsel;Chirurgisch;36
Boechout;11004.0;2530.0;13 - Vrouwelijk voortplantingsstelsel;Medisch;20
Boechout;11004.0;2530.0;14 - Zwangerschap, bevalling en puerperium;Chirurgisch;10
Boechout;11004.0;2530.0;14 - Zwangerschap, bevalling en puerperium;Medisch;9
Boechout;11004.0;2530.0;15 - Neonati - Perinatale aandoeningen;Chirurgisch;0
Boechout;11004.0;2530.0;15 - Neonati - Perinatale aandoeningen;Medisch;0
Boechout;11004.0;2530.0;16 - Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;0
Boechout;11004.0;2530.0;16 - Bloed, bloedvormende organen en immuunsysteem;Medisch;47
Boechout;11004.0;2530.0;17 - Lymfatische, hematopoëtische en andere maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;< 5
Boechout;11004.0;2530.0;17 - Lymfatische, hematopoëtische en andere maligne aandoeningen, chemo- en radiotherapie;Medisch;486
Boechout;11004.0;2530.0;18 - Infectieuze en parasitaire ziekten;Chirurgisch;< 5
Boechout;11004.0;2530.0;18 - Infectieuze en parasitaire ziekten;Medisch;< 5
Boechout;11004.0;2530.0;19 - Psychische stoornissen;Chirurgisch;0
Boechout;11004.0;2530.0;19 - Psychische stoornissen;Medisch;< 5
Boechout;11004.0;2530.0;20 - Alcohol en druggebruik;Chirurgisch;0
Boechout;11004.0;2530.0;20 - Alcohol en druggebruik;Medisch;0
Boechout;11004.0;2530.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Chirurgisch;< 5
Boechout;11004.0;2530.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Medisch;6
Boechout;11004.0;2530.0;22 - Brandwonden;Chirurgisch;0
Boechout;11004.0;2530.0;22 - Brandwonden;Medisch;0
Boechout;11004.0;2530.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;30
Boechout;11004.0;2530.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;460
Boechout;11004.0;2530.0;24 - HIV infecties;Chirurgisch;0
Boechout;11004.0;2530.0;24 - HIV infecties;Medisch;0
Boechout;11004.0;2530.0;25 - Multipele significante traumata;Chirurgisch;0
Boechout;11004.0;2530.0;25 - Multipele significante traumata;Medisch;0
Boechout;11004.0;2530.0;PP - pre-MDC;Andere;0
Boechout;11004.0;2530.0;PP - pre-MDC;Chirurgisch;0
Boechout;11004.0;2530.0;PP - pre-MDC;Medisch;0
Boechout;11004.0;2530.0;SS - Speciale DRG's;Andere;0
Boechout;11004.0;2530.0;SS - Speciale DRG's;Chirurgisch;0
Boechout;11004.0;2530.0;SS - Speciale DRG's;Medisch;0
Boom;11005.0;2850.0;00 - Restgroep;Andere;0
Boom;11005.0;2850.0;00 - Restgroep;Chirurgisch;8
Boom;11005.0;2850.0;00 - Restgroep;Medisch;0
Boom;11005.0;2850.0;01 - Zenuwstelsel;Chirurgisch;51
Boom;11005.0;2850.0;01 - Zenuwstelsel;Medisch;< 5
Boom;11005.0;2850.0;02 - Oogaandoeningen;Chirurgisch;179
Boom;11005.0;2850.0;02 - Oogaandoeningen;Medisch;< 5
Boom;11005.0;2850.0;03 - Neus, keel, oren, schedel en aangezicht;Chirurgisch;113
Boom;11005.0;2850.0;03 - Neus, keel, oren, schedel en aangezicht;Medisch;331
Boom;11005.0;2850.0;04 - Ademhalingsstelsel;Chirurgisch;< 5
Boom;11005.0;2850.0;04 - Ademhalingsstelsel;Medisch;15
Boom;11005.0;2850.0;05 - Hart en vaatstelsel;Chirurgisch;58
Boom;11005.0;2850.0;05 - Hart en vaatstelsel;Medisch;66
Boom;11005.0;2850.0;06 - Spijsverteringsstelsel;Chirurgisch;41
Boom;11005.0;2850.0;06 - Spijsverteringsstelsel;Medisch;513
Boom;11005.0;2850.0;07 - Hepatobiliair stelsel en pancreas;Chirurgisch;< 5
Boom;11005.0;2850.0;07 - Hepatobiliair stelsel en pancreas;Medisch;9
Boom;11005.0;2850.0;08 - Musculoskeletaal stelsel en bindweefsel;Chirurgisch;230
Boom;11005.0;2850.0;08 - Musculoskeletaal stelsel en bindweefsel;Medisch;11
Boom;11005.0;2850.0;09 - Huid, subcutis, borst;Chirurgisch;70
Boom;11005.0;2850.0;09 - Huid, subcutis, borst;Medisch;55
Boom;11005.0;2850.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;0
Boom;11005.0;2850.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;5
Boom;11005.0;2850.0;11 - Nieren en urinewegen;Chirurgisch;6
Boom;11005.0;2850.0;11 - Nieren en urinewegen;Medisch;52
Boom;11005.0;2850.0;12 - Mannelijk voortplantingsstelsel;Chirurgisch;14
Boom;11005.0;2850.0;12 - Mannelijk voortplantingsstelsel;Medisch;92
Boom;11005.0;2850.0;13 - Vrouwelijk voortplantingsstelsel;Chirurgisch;23
Boom;11005.0;2850.0;13 - Vrouwelijk voortplantingsstelsel;Medisch;17
Boom;11005.0;2850.0;14 - Zwangerschap, bevalling en puerperium;Chirurgisch;21
Boom;11005.0;2850.0;14 - Zwangerschap, bevalling en puerperium;Medisch;7
Boom;11005.0;2850.0;15 - Neonati - Perinatale aandoeningen;Chirurgisch;0
Boom;11005.0;2850.0;15 - Neonati - Perinatale aandoeningen;Medisch;0
Boom;11005.0;2850.0;16 - Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;< 5
Boom;11005.0;2850.0;16 - Bloed, bloedvormende organen en immuunsysteem;Medisch;49
Boom;11005.0;2850.0;17 - Lymfatische, hematopoëtische en andere maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;< 5
Boom;11005.0;2850.0;17 - Lymfatische, hematopoëtische en andere maligne aandoeningen, chemo- en radiotherapie;Medisch;634
Boom;11005.0;2850.0;18 - Infectieuze en parasitaire ziekten;Chirurgisch;< 5
Boom;11005.0;2850.0;18 - Infectieuze en parasitaire ziekten;Medisch;< 5
Boom;11005.0;2850.0;19 - Psychische stoornissen;Chirurgisch;0
Boom;11005.0;2850.0;19 - Psychische stoornissen;Medisch;< 5
Boom;11005.0;2850.0;20 - Alcohol en druggebruik;Chirurgisch;0
Boom;11005.0;2850.0;20 - Alcohol en druggebruik;Medisch;0
Boom;11005.0;2850.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Chirurgisch;< 5
Boom;11005.0;2850.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Medisch;< 5
Boom;11005.0;2850.0;22 - Brandwonden;Chirurgisch;0
Boom;11005.0;2850.0;22 - Brandwonden;Medisch;0
Boom;11005.0;2850.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;41
Boom;11005.0;2850.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;783
Boom;11005.0;2850.0;24 - HIV infecties;Chirurgisch;0
Boom;11005.0;2850.0;24 - HIV infecties;Medisch;< 5
Boom;11005.0;2850.0;25 - Multipele significante traumata;Chirurgisch;0
Boom;11005.0;2850.0;25 - Multipele significante traumata;Medisch;0
Boom;11005.0;2850.0;PP - pre-MDC;Andere;0
Boom;11005.0;2850.0;PP - pre-MDC;Chirurgisch;0
Boom;11005.0;2850.0;PP - pre-MDC;Medisch;0
Boom;11005.0;2850.0;SS - Speciale DRG's;Andere;0
Boom;11005.0;2850.0;SS - Speciale DRG's;Chirurgisch;0
Boom;11005.0;2850.0;SS - Speciale DRG's;Medisch;0
Borsbeek;11007.0;2150.0;00 - Restgroep;Andere;0
Borsbeek;11007.0;2150.0;00 - Restgroep;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;00 - Restgroep;Medisch;0
Borsbeek;11007.0;2150.0;01 - Zenuwstelsel;Chirurgisch;16
Borsbeek;11007.0;2150.0;01 - Zenuwstelsel;Medisch;< 5
Borsbeek;11007.0;2150.0;02 - Oogaandoeningen;Chirurgisch;130
Borsbeek;11007.0;2150.0;02 - Oogaandoeningen;Medisch;< 5
Borsbeek;11007.0;2150.0;03 - Neus, keel, oren, schedel en aangezicht;Chirurgisch;125
Borsbeek;11007.0;2150.0;03 - Neus, keel, oren, schedel en aangezicht;Medisch;143
Borsbeek;11007.0;2150.0;04 - Ademhalingsstelsel;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;04 - Ademhalingsstelsel;Medisch;< 5
Borsbeek;11007.0;2150.0;05 - Hart en vaatstelsel;Chirurgisch;21
Borsbeek;11007.0;2150.0;05 - Hart en vaatstelsel;Medisch;54
Borsbeek;11007.0;2150.0;06 - Spijsverteringsstelsel;Chirurgisch;21
Borsbeek;11007.0;2150.0;06 - Spijsverteringsstelsel;Medisch;263
Borsbeek;11007.0;2150.0;07 - Hepatobiliair stelsel en pancreas;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;07 - Hepatobiliair stelsel en pancreas;Medisch;5
Borsbeek;11007.0;2150.0;08 - Musculoskeletaal stelsel en bindweefsel;Chirurgisch;127
Borsbeek;11007.0;2150.0;08 - Musculoskeletaal stelsel en bindweefsel;Medisch;6
Borsbeek;11007.0;2150.0;09 - Huid, subcutis, borst;Chirurgisch;13
Borsbeek;11007.0;2150.0;09 - Huid, subcutis, borst;Medisch;37
Borsbeek;11007.0;2150.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;< 5
Borsbeek;11007.0;2150.0;11 - Nieren en urinewegen;Chirurgisch;7
Borsbeek;11007.0;2150.0;11 - Nieren en urinewegen;Medisch;47
Borsbeek;11007.0;2150.0;12 - Mannelijk voortplantingsstelsel;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;12 - Mannelijk voortplantingsstelsel;Medisch;47
Borsbeek;11007.0;2150.0;13 - Vrouwelijk voortplantingsstelsel;Chirurgisch;23
Borsbeek;11007.0;2150.0;13 - Vrouwelijk voortplantingsstelsel;Medisch;17
Borsbeek;11007.0;2150.0;14 - Zwangerschap, bevalling en puerperium;Chirurgisch;12
Borsbeek;11007.0;2150.0;14 - Zwangerschap, bevalling en puerperium;Medisch;13
Borsbeek;11007.0;2150.0;15 - Neonati - Perinatale aandoeningen;Chirurgisch;0
Borsbeek;11007.0;2150.0;15 - Neonati - Perinatale aandoeningen;Medisch;0
Borsbeek;11007.0;2150.0;16 - Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;0
Borsbeek;11007.0;2150.0;16 - Bloed, bloedvormende organen en immuunsysteem;Medisch;21
Borsbeek;11007.0;2150.0;17 - Lymfatische, hematopoëtische en andere maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;17 - Lymfatische, hematopoëtische en andere maligne aandoeningen, chemo- en radiotherapie;Medisch;305
Borsbeek;11007.0;2150.0;18 - Infectieuze en parasitaire ziekten;Chirurgisch;0
Borsbeek;11007.0;2150.0;18 - Infectieuze en parasitaire ziekten;Medisch;0
Borsbeek;11007.0;2150.0;19 - Psychische stoornissen;Chirurgisch;0
Borsbeek;11007.0;2150.0;19 - Psychische stoornissen;Medisch;0
Borsbeek;11007.0;2150.0;20 - Alcohol en druggebruik;Chirurgisch;0
Borsbeek;11007.0;2150.0;20 - Alcohol en druggebruik;Medisch;0
Borsbeek;11007.0;2150.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;21 - Vergiftigingen, toxische effecten en andere letsels en complicaties van behandeling;Medisch;< 5
Borsbeek;11007.0;2150.0;22 - Brandwonden;Chirurgisch;0
Borsbeek;11007.0;2150.0;22 - Brandwonden;Medisch;0
Borsbeek;11007.0;2150.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;27
Borsbeek;11007.0;2150.0;23 - Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;442
Borsbeek;11007.0;2150.0;24 - HIV infecties;Chirurgisch;0
Borsbeek;11007.0;2150.0;24 - HIV infecties;Medisch;< 5
Borsbeek;11007.0;2150.0;25 - Multipele significante traumata;Chirurgisch;0
Borsbeek;11007.0;2150.0;25 - Multipele significante traumata;Medisch;0
Borsbeek;11007.0;2150.0;PP - pre-MDC;Andere;0
Borsbeek;11007.0;2150.0;PP - pre-MDC;Chirurgisch;0
Borsbeek;11007.0;2150.0;PP - pre-MDC;Medisch;0
Borsbeek;11007.0;2150.0;SS - Speciale DRG's;Andere;0
Borsbeek;11007.0;2150.0;SS - Speciale DRG's;Chirurgisch;0
Borsbeek;11007.0;2150.0;SS - Speciale DRG's;Medisch;0
Brasschaat;11008.0;2930.0;00 - Restgroep;Andere;0
Brasschaat;11008.0;2930.0;00 - Restgroep;Chirurgisch;22
Brasschaat;11008.0;2930.0;00 - Restgroep;Medisch;0
Brasschaat;11008.0;2930.0;01 - Zenuwstelsel;Chirurgisch;106
Brasschaat;11008.0;2930.0;01 - Zenuwstelsel;Medisch;9
Brasschaat;11008.0;2930.0;02 - Oogaandoeningen;Chirurgisch;377
Brasschaat;11008.0;2930.0;02 - Oogaandoeningen;Medisch;< 5
Brasschaat;11008.0;2930.0;03 - Neus, keel, oren, schedel en aangezicht;Chirurgisch;312
Brasschaat;11008.0;2930.0;03 - Neus, keel, oren, schedel en aangezicht;Medisch;442
Brasschaat;11008.0;2930.0;04 - Ademhalingsstelsel;Chirurgisch;0
Brasschaat;11008.0;2930.0;04 - Ademhalingsstelsel;Medisch;39
Brasschaat;11008.0;2930.0;05 - Hart en vaatstelsel;Chirurgisch;43
Brasschaat;11008.0;2930.0;05 - Hart en vaatstelsel;Medisch;136
Brasschaat;11008.0;2930.0;06 - Spijsverteringsstelsel;Chirurgisch;61
Brasschaat;11008.0;2930.0;06 - Spijsverteringsstelsel;Medisch;567
Brasschaat;11008.0;2930.0;07 - Hepatobiliair stelsel en pancreas;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;07 - Hepatobiliair stelsel en pancreas;Medisch;15
Brasschaat;11008.0;2930.0;08 - Musculoskeletaal stelsel en bindweefsel;Chirurgisch;408
Brasschaat;11008.0;2930.0;08 - Musculoskeletaal stelsel en bindweefsel;Medisch;41
Brasschaat;11008.0;2930.0;09 - Huid, subcutis, borst;Chirurgisch;74
Brasschaat;11008.0;2930.0;09 - Huid, subcutis, borst;Medisch;74
Brasschaat;11008.0;2930.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;0
Brasschaat;11008.0;2930.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;6
Brasschaat;11008.0;2930.0;11 - Nieren en urinewegen;Chirurgisch;49
Brasschaat;11008.0;2930.0;11 - Nieren en urinewegen;Medisch;203
Brasschaat;11008.0;2930.0;12 - Mannelijk voortplantingsstelsel;Chirurgisch;23
Brasschaat;11008.0;2930.0;12 - Mannelijk voortplantingsstelsel;Medisch;59
