gemeente;nis_code;postcode;mdc;diagnose;aantal_verblijven
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Chirurgisch;75
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Medisch;435
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Chirurgisch;23
Boom;11005.0;2850.0;07 Lever, gal en pancreas;Medisch;5
Boom;11005.0;2850.0;07 Lever, gal en pancreas;Chirurgisch;< 5
Boom;11005.0;2850.0;08 Bewegingsstelsel en bindweefsel;Medisch;500
Boom;11005.0;2850.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;304
Boom;11005.0;2850.0;09 Huid, subcutis, borstklier;Medisch;18
Boom;11005.0;2850.0;09 Huid, subcutis, borstklier;Chirurgisch;82
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;< 5
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Boom;11005.0;2850.0;11 Nieren en urinewegen;Medisch;62
Boom;11005.0;2850.0;11 Nieren en urinewegen;Chirurgisch;14
Boom;11005.0;2850.0;12 Mannelijke geslachtsorganen;Medisch;49
Boom;11005.0;2850.0;12 Mannelijke geslachtsorganen;Chirurgisch;66
Boom;11005.0;2850.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Boom;11005.0;2850.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;64
Boom;11005.0;2850.0;14 Zwangerschap en bevalling;Medisch;9
Boom;11005.0;2850.0;14 Zwangerschap en bevalling;Chirurgisch;25
Boom;11005.0;2850.0;15 Neonati, perinatale aandoeningen;Medisch;< 5
Boom;11005.0;2850.0;16 Bloed en bloedvormende organen;Medisch;33
Boom;11005.0;2850.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Boom;11005.0;2850.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;621
Boom;11005.0;2850.0;19 Psychische stoornissen;Medisch;< 5
Boom;11005.0;2850.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;< 5
Boom;11005.0;2850.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;8
Boom;11005.0;2850.0;23 Factoren die de gezondheid beïnvloeden;Medisch;76
Boom;11005.0;2850.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;29
Borsbeek;11007.0;2150.0;00 Restgroep;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;01 Zenuwstelsel;Medisch;15
Borsbeek;11007.0;2150.0;01 Zenuwstelsel;Chirurgisch;22
Borsbeek;11007.0;2150.0;02 Oogaandoeningen;Chirurgisch;122
Borsbeek;11007.0;2150.0;03 Neus, keel en oren;Medisch;111
Borsbeek;11007.0;2150.0;03 Neus, keel en oren;Chirurgisch;134
Borsbeek;11007.0;2150.0;04 Ademhalingsstelsel;Medisch;7
Borsbeek;11007.0;2150.0;04 Ademhalingsstelsel;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;05 Hart en vaatstelsel;Medisch;12
Borsbeek;11007.0;2150.0;05 Hart en vaatstelsel;Chirurgisch;49
Borsbeek;11007.0;2150.0;06 Spijsverteringsstelsel;Medisch;146
Borsbeek;11007.0;2150.0;06 Spijsverteringsstelsel;Chirurgisch;11
Borsbeek;11007.0;2150.0;07 Lever, gal en pancreas;Medisch;< 5
Borsbeek;11007.0;2150.0;08 Bewegingsstelsel en bindweefsel;Medisch;236
Borsbeek;11007.0;2150.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;181
Borsbeek;11007.0;2150.0;09 Huid, subcutis, borstklier;Medisch;10
Borsbeek;11007.0;2150.0;09 Huid, subcutis, borstklier;Chirurgisch;41
Borsbeek;11007.0;2150.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;11 Nieren en urinewegen;Medisch;37
Borsbeek;11007.0;2150.0;11 Nieren en urinewegen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;12 Mannelijke geslachtsorganen;Medisch;14
Borsbeek;11007.0;2150.0;12 Mannelijke geslachtsorganen;Chirurgisch;34
Borsbeek;11007.0;2150.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;61
Borsbeek;11007.0;2150.0;14 Zwangerschap en bevalling;Medisch;6
Borsbeek;11007.0;2150.0;14 Zwangerschap en bevalling;Chirurgisch;9
Borsbeek;11007.0;2150.0;16 Bloed en bloedvormende organen;Medisch;9
Borsbeek;11007.0;2150.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;236
Borsbeek;11007.0;2150.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;18 Infectie en parasitaire ziekten;Medisch;< 5
Borsbeek;11007.0;2150.0;20 Alcohol en druggebruik;Medisch;< 5
Borsbeek;11007.0;2150.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;5
Borsbeek;11007.0;2150.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;23 Factoren die de gezondheid beïnvloeden;Medisch;60
Borsbeek;11007.0;2150.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;16
Brasschaat;11008.0;2930.0;00 Restgroep;Chirurgisch;18
Brasschaat;11008.0;2930.0;01 Zenuwstelsel;Medisch;34
Brasschaat;11008.0;2930.0;01 Zenuwstelsel;Chirurgisch;72
Brasschaat;11008.0;2930.0;02 Oogaandoeningen;Medisch;< 5
Brasschaat;11008.0;2930.0;02 Oogaandoeningen;Chirurgisch;493
Brasschaat;11008.0;2930.0;03 Neus, keel en oren;Medisch;455
Brasschaat;11008.0;2930.0;03 Neus, keel en oren;Chirurgisch;428
Brasschaat;11008.0;2930.0;04 Ademhalingsstelsel;Medisch;19
Brasschaat;11008.0;2930.0;04 Ademhalingsstelsel;Chirurgisch;11
Brasschaat;11008.0;2930.0;05 Hart en vaatstelsel;Medisch;18
Brasschaat;11008.0;2930.0;05 Hart en vaatstelsel;Chirurgisch;89
Brasschaat;11008.0;2930.0;06 Spijsverteringsstelsel;Medisch;396
Brasschaat;11008.0;2930.0;06 Spijsverteringsstelsel;Chirurgisch;46
Brasschaat;11008.0;2930.0;07 Lever, gal en pancreas;Medisch;21
Brasschaat;11008.0;2930.0;07 Lever, gal en pancreas;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;08 Bewegingsstelsel en bindweefsel;Medisch;768
Brasschaat;11008.0;2930.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;407
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borstklier;Medisch;24
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borstklier;Chirurgisch;134
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;< 5
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Medisch;121
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Chirurgisch;30
Brasschaat;11008.0;2930.0;12 Mannelijke geslachtsorganen;Medisch;105
Brasschaat;11008.0;2930.0;12 Mannelijke geslachtsorganen;Chirurgisch;69
Brasschaat;11008.0;2930.0;13 Vrouwelijke geslachtsorganen;Medisch;5
Brasschaat;11008.0;2930.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;158
Brasschaat;11008.0;2930.0;14 Zwangerschap en bevalling;Medisch;25
Brasschaat;11008.0;2930.0;14 Zwangerschap en bevalling;Chirurgisch;43
Brasschaat;11008.0;2930.0;16 Bloed en bloedvormende organen;Medisch;104
Brasschaat;11008.0;2930.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;1.157
Brasschaat;11008.0;2930.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;18 Infectie en parasitaire ziekten;Medisch;< 5
Brasschaat;11008.0;2930.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;19 Psychische stoornissen;Medisch;< 5
Brasschaat;11008.0;2930.0;20 Alcohol en druggebruik;Medisch;< 5
Brasschaat;11008.0;2930.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;27
Brasschaat;11008.0;2930.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;17
Brasschaat;11008.0;2930.0;22 Brandwonden;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;23 Factoren die de gezondheid beïnvloeden;Medisch;203
Brasschaat;11008.0;2930.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;69
Brasschaat;11008.0;2930.0;SS Speciale DRG's;Andere;< 5
Brecht;11009.0;2960.0;00 Restgroep;Chirurgisch;16
Brecht;11009.0;2960.0;01 Zenuwstelsel;Medisch;16
Brecht;11009.0;2960.0;01 Zenuwstelsel;Chirurgisch;66
Brecht;11009.0;2960.0;02 Oogaandoeningen;Medisch;< 5
Brecht;11009.0;2960.0;02 Oogaandoeningen;Chirurgisch;280
Brecht;11009.0;2960.0;03 Neus, keel en oren;Medisch;359
Brecht;11009.0;2960.0;03 Neus, keel en oren;Chirurgisch;438
Brecht;11009.0;2960.0;04 Ademhalingsstelsel;Medisch;24
Brecht;11009.0;2960.0;04 Ademhalingsstelsel;Chirurgisch;10
Brecht;11009.0;2960.0;05 Hart en vaatstelsel;Medisch;19
Brecht;11009.0;2960.0;05 Hart en vaatstelsel;Chirurgisch;82
Brecht;11009.0;2960.0;06 Spijsverteringsstelsel;Medisch;254
Brecht;11009.0;2960.0;06 Spijsverteringsstelsel;Chirurgisch;36
Brecht;11009.0;2960.0;07 Lever, gal en pancreas;Medisch;10
Brecht;11009.0;2960.0;07 Lever, gal en pancreas;Chirurgisch;< 5
Brecht;11009.0;2960.0;08 Bewegingsstelsel en bindweefsel;Medisch;725
Brecht;11009.0;2960.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;386
Brecht;11009.0;2960.0;09 Huid, subcutis, borstklier;Medisch;17
Brecht;11009.0;2960.0;09 Huid, subcutis, borstklier;Chirurgisch;94
Brecht;11009.0;2960.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;< 5
Brecht;11009.0;2960.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Brecht;11009.0;2960.0;11 Nieren en urinewegen;Medisch;44
Brecht;11009.0;2960.0;11 Nieren en urinewegen;Chirurgisch;18
Brecht;11009.0;2960.0;12 Mannelijke geslachtsorganen;Medisch;53
Brecht;11009.0;2960.0;12 Mannelijke geslachtsorganen;Chirurgisch;58
Brecht;11009.0;2960.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Brecht;11009.0;2960.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;104
Brecht;11009.0;2960.0;14 Zwangerschap en bevalling;Medisch;28
Brecht;11009.0;2960.0;14 Zwangerschap en bevalling;Chirurgisch;24
Brecht;11009.0;2960.0;16 Bloed en bloedvormende organen;Medisch;79
Brecht;11009.0;2960.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Brecht;11009.0;2960.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;901
Brecht;11009.0;2960.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Brecht;11009.0;2960.0;18 Infectie en parasitaire ziekten;Medisch;< 5
Brecht;11009.0;2960.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Brecht;11009.0;2960.0;19 Psychische stoornissen;Medisch;< 5
Brecht;11009.0;2960.0;20 Alcohol en druggebruik;Medisch;< 5
Brecht;11009.0;2960.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;9
Brecht;11009.0;2960.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;8
Brecht;11009.0;2960.0;22 Brandwonden;Chirurgisch;< 5
Brecht;11009.0;2960.0;23 Factoren die de gezondheid beïnvloeden;Medisch;146
Brecht;11009.0;2960.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;46
Brecht;11009.0;2960.0;SS Speciale DRG's;Andere;< 5
Edegem;11013.0;2650.0;00 Restgroep;Chirurgisch;10
Edegem;11013.0;2650.0;01 Zenuwstelsel;Medisch;26
Edegem;11013.0;2650.0;01 Zenuwstelsel;Chirurgisch;44
Edegem;11013.0;2650.0;02 Oogaandoeningen;Medisch;< 5
Edegem;11013.0;2650.0;02 Oogaandoeningen;Chirurgisch;326
Edegem;11013.0;2650.0;03 Neus, keel en oren;Medisch;215
Edegem;11013.0;2650.0;03 Neus, keel en oren;Chirurgisch;205
Edegem;11013.0;2650.0;04 Ademhalingsstelsel;Medisch;16
Edegem;11013.0;2650.0;04 Ademhalingsstelsel;Chirurgisch;< 5
Edegem;11013.0;2650.0;05 Hart en vaatstelsel;Medisch;32
Edegem;11013.0;2650.0;05 Hart en vaatstelsel;Chirurgisch;41
Edegem;11013.0;2650.0;06 Spijsverteringsstelsel;Medisch;307
Edegem;11013.0;2650.0;06 Spijsverteringsstelsel;Chirurgisch;28
Edegem;11013.0;2650.0;07 Lever, gal en pancreas;Medisch;6
Edegem;11013.0;2650.0;08 Bewegingsstelsel en bindweefsel;Medisch;517
Edegem;11013.0;2650.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;253
Edegem;11013.0;2650.0;09 Huid, subcutis, borstklier;Medisch;15
Edegem;11013.0;2650.0;09 Huid, subcutis, borstklier;Chirurgisch;98
Edegem;11013.0;2650.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;< 5
Edegem;11013.0;2650.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Edegem;11013.0;2650.0;11 Nieren en urinewegen;Medisch;41
Edegem;11013.0;2650.0;11 Nieren en urinewegen;Chirurgisch;8
Edegem;11013.0;2650.0;12 Mannelijke geslachtsorganen;Medisch;39
Edegem;11013.0;2650.0;12 Mannelijke geslachtsorganen;Chirurgisch;44
Edegem;11013.0;2650.0;13 Vrouwelijke geslachtsorganen;Medisch;9
Edegem;11013.0;2650.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;86
Edegem;11013.0;2650.0;14 Zwangerschap en bevalling;Medisch;12
Edegem;11013.0;2650.0;14 Zwangerschap en bevalling;Chirurgisch;19
Edegem;11013.0;2650.0;16 Bloed en bloedvormende organen;Medisch;62
Edegem;11013.0;2650.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;812
Edegem;11013.0;2650.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Edegem;11013.0;2650.0;20 Alcohol en druggebruik;Medisch;< 5
Edegem;11013.0;2650.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;< 5
Edegem;11013.0;2650.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;9
Edegem;11013.0;2650.0;23 Factoren die de gezondheid beïnvloeden;Medisch;129
Edegem;11013.0;2650.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;40
Edegem;11013.0;2650.0;SS Speciale DRG's;Andere;< 5
Essen;11016.0;2910.0;00 Restgroep;Chirurgisch;14
Essen;11016.0;2910.0;01 Zenuwstelsel;Medisch;15
Essen;11016.0;2910.0;01 Zenuwstelsel;Chirurgisch;49
Essen;11016.0;2910.0;02 Oogaandoeningen;Chirurgisch;132
Essen;11016.0;2910.0;03 Neus, keel en oren;Medisch;163
Essen;11016.0;2910.0;03 Neus, keel en oren;Chirurgisch;214
Essen;11016.0;2910.0;04 Ademhalingsstelsel;Medisch;6
Essen;11016.0;2910.0;04 Ademhalingsstelsel;Chirurgisch;7
Essen;11016.0;2910.0;05 Hart en vaatstelsel;Medisch;8
Essen;11016.0;2910.0;05 Hart en vaatstelsel;Chirurgisch;51
Essen;11016.0;2910.0;06 Spijsverteringsstelsel;Medisch;161
Essen;11016.0;2910.0;06 Spijsverteringsstelsel;Chirurgisch;11
Essen;11016.0;2910.0;08 Bewegingsstelsel en bindweefsel;Medisch;255
Essen;11016.0;2910.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;199
Essen;11016.0;2910.0;09 Huid, subcutis, borstklier;Medisch;8
