commune;code_ins;code_postal;mdc_apr-drg_34;diagnostic;nombre_de_séjours
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Médical;1.176
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Chirurgical;1.129
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Médical;2.623
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Chirurgical;8.221
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Médical;1.290
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Chirurgical;1.359
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;1.615
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;862
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Médical;2.428
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Chirurgical;1.385
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Médical;261
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Chirurgical;640
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Médical;155
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Chirurgical;1.141
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Médical;6.678
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Chirurgical;2.093
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Médical;464
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;19
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Médical;777
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Chirurgical;44
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;1.543
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;159
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Médical;1.573
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Chirurgical;248
Anvers;11002.0;2000.0;19 Troubles mentaux;Médical;724
Anvers;11002.0;2000.0;19 Troubles mentaux;Chirurgical;38
Anvers;11002.0;2000.0;20 Alcoolisme et usage de drogue;Médical;599
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;841
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;161
Anvers;11002.0;2000.0;22 Brûlures;Médical;51
Anvers;11002.0;2000.0;22 Brûlures;Chirurgical;21
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Médical;3.004
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Chirurgical;490
Anvers;11002.0;2000.0;24 Infections HIV;Médical;77
Anvers;11002.0;2000.0;25 Traumatismes multiples;Médical;51
Anvers;11002.0;2000.0;25 Traumatismes multiples;Chirurgical;64
Anvers;11002.0;2000.0;PP Pré-MDC;Chirurgical;157
Boechout;11004.0;2530.0;00 Groupe résiduel;Chirurgical;28
Boechout;11004.0;2530.0;01 Système nerveux;Médical;145
Boechout;11004.0;2530.0;01 Système nerveux;Chirurgical;27
Boechout;11004.0;2530.0;02 Affections des yeux;Médical;< 5
Boechout;11004.0;2530.0;02 Affections des yeux;Chirurgical;16
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Médical;63
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Chirurgical;44
Boechout;11004.0;2530.0;04 Système respiratoire;Médical;116
Boechout;11004.0;2530.0;04 Système respiratoire;Chirurgical;6
Boechout;11004.0;2530.0;05 Système circulatoire;Médical;106
Boechout;11004.0;2530.0;05 Système circulatoire;Chirurgical;84
Boechout;11004.0;2530.0;06 Système digestif;Médical;124
Boechout;11004.0;2530.0;06 Système digestif;Chirurgical;79
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Médical;32
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Chirurgical;24
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Médical;47
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Chirurgical;234
Boechout;11004.0;2530.0;09 Peau, tissu sous-cutané, sein;Médical;31
Boechout;11004.0;2530.0;09 Peau, tissu sous-cutané, sein;Chirurgical;47
Boechout;11004.0;2530.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;15
Boechout;11004.0;2530.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;17
Boechout;11004.0;2530.0;11 Reins et voies urinaires;Médical;44
Boechout;11004.0;2530.0;11 Reins et voies urinaires;Chirurgical;27
Boechout;11004.0;2530.0;12 Organes génitaux masculins;Médical;< 5
Boechout;11004.0;2530.0;12 Organes génitaux masculins;Chirurgical;18
Boechout;11004.0;2530.0;13 Organes génitaux féminins;Médical;< 5
Boechout;11004.0;2530.0;13 Organes génitaux féminins;Chirurgical;22
Boechout;11004.0;2530.0;14 Grossesse et accouchement;Médical;101
Boechout;11004.0;2530.0;14 Grossesse et accouchement;Chirurgical;30
Boechout;11004.0;2530.0;15 Nouveau-nés, affections d'origine périnatale;Médical;7
Boechout;11004.0;2530.0;16 Sang et organes hématopoïétiques;Médical;17
Boechout;11004.0;2530.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;29
Boechout;11004.0;2530.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Boechout;11004.0;2530.0;18 Maladies infectieuses et parasitaires;Médical;30
Boechout;11004.0;2530.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Boechout;11004.0;2530.0;19 Troubles mentaux;Médical;13
Boechout;11004.0;2530.0;20 Alcoolisme et usage de drogue;Médical;9
Boechout;11004.0;2530.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;11
Boechout;11004.0;2530.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;6
Boechout;11004.0;2530.0;22 Brûlures;Médical;< 5
Boechout;11004.0;2530.0;23 Facteurs influençant la santé;Médical;52
Boechout;11004.0;2530.0;23 Facteurs influençant la santé;Chirurgical;15
Boechout;11004.0;2530.0;25 Traumatismes multiples;Médical;< 5
Boechout;11004.0;2530.0;25 Traumatismes multiples;Chirurgical;< 5
Boechout;11004.0;2530.0;PP Pré-MDC;Chirurgical;< 5
Boom;11005.0;2850.0;00 Groupe résiduel;Autre;< 5
Boom;11005.0;2850.0;00 Groupe résiduel;Chirurgical;61
Boom;11005.0;2850.0;01 Système nerveux;Médical;188
Boom;11005.0;2850.0;01 Système nerveux;Chirurgical;38
Boom;11005.0;2850.0;02 Affections des yeux;Médical;< 5
Boom;11005.0;2850.0;02 Affections des yeux;Chirurgical;14
Boom;11005.0;2850.0;03 Nez, gorge, oreilles;Médical;109
Boom;11005.0;2850.0;03 Nez, gorge, oreilles;Chirurgical;62
Boom;11005.0;2850.0;04 Système respiratoire;Médical;221
Boom;11005.0;2850.0;04 Système respiratoire;Chirurgical;15
Boom;11005.0;2850.0;05 Système circulatoire;Médical;182
Boom;11005.0;2850.0;05 Système circulatoire;Chirurgical;210
Boom;11005.0;2850.0;06 Système digestif;Médical;200
Boom;11005.0;2850.0;06 Système digestif;Chirurgical;125
Boom;11005.0;2850.0;07 Foie, bile et pancréas;Médical;54
Boom;11005.0;2850.0;07 Foie, bile et pancréas;Chirurgical;43
Boom;11005.0;2850.0;08 Système musculaire et tissu conjonctif;Médical;97
Boom;11005.0;2850.0;08 Système musculaire et tissu conjonctif;Chirurgical;359
Boom;11005.0;2850.0;09 Peau, tissu sous-cutané, sein;Médical;41
Boom;11005.0;2850.0;09 Peau, tissu sous-cutané, sein;Chirurgical;53
Boom;11005.0;2850.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;79
Boom;11005.0;2850.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;36
Boom;11005.0;2850.0;11 Reins et voies urinaires;Médical;75
Boom;11005.0;2850.0;11 Reins et voies urinaires;Chirurgical;54
Boom;11005.0;2850.0;12 Organes génitaux masculins;Médical;14
Boom;11005.0;2850.0;12 Organes génitaux masculins;Chirurgical;31
Boom;11005.0;2850.0;13 Organes génitaux féminins;Médical;7
Boom;11005.0;2850.0;13 Organes génitaux féminins;Chirurgical;26
Boom;11005.0;2850.0;14 Grossesse et accouchement;Médical;187
Boom;11005.0;2850.0;14 Grossesse et accouchement;Chirurgical;62
Boom;11005.0;2850.0;15 Nouveau-nés, affections d'origine périnatale;Médical;16
Boom;11005.0;2850.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Boom;11005.0;2850.0;16 Sang et organes hématopoïétiques;Médical;27
Boom;11005.0;2850.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Boom;11005.0;2850.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;60
Boom;11005.0;2850.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;6
Boom;11005.0;2850.0;18 Maladies infectieuses et parasitaires;Médical;52
Boom;11005.0;2850.0;18 Maladies infectieuses et parasitaires;Chirurgical;6
Boom;11005.0;2850.0;19 Troubles mentaux;Médical;20
Boom;11005.0;2850.0;20 Alcoolisme et usage de drogue;Médical;24
Boom;11005.0;2850.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;29
Boom;11005.0;2850.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;6
Boom;11005.0;2850.0;22 Brûlures;Médical;< 5
Boom;11005.0;2850.0;23 Facteurs influençant la santé;Médical;126
Boom;11005.0;2850.0;23 Facteurs influençant la santé;Chirurgical;16
Boom;11005.0;2850.0;25 Traumatismes multiples;Médical;< 5
Boom;11005.0;2850.0;25 Traumatismes multiples;Chirurgical;< 5
Boom;11005.0;2850.0;PP Pré-MDC;Chirurgical;6
Borsbeek;11007.0;2150.0;00 Groupe résiduel;Chirurgical;21
Borsbeek;11007.0;2150.0;01 Système nerveux;Médical;120
Borsbeek;11007.0;2150.0;01 Système nerveux;Chirurgical;10
Borsbeek;11007.0;2150.0;02 Affections des yeux;Médical;< 5
Borsbeek;11007.0;2150.0;02 Affections des yeux;Chirurgical;9
Borsbeek;11007.0;2150.0;03 Nez, gorge, oreilles;Médical;72
Borsbeek;11007.0;2150.0;03 Nez, gorge, oreilles;Chirurgical;33
Borsbeek;11007.0;2150.0;04 Système respiratoire;Médical;121
Borsbeek;11007.0;2150.0;04 Système respiratoire;Chirurgical;8
Borsbeek;11007.0;2150.0;05 Système circulatoire;Médical;121
Borsbeek;11007.0;2150.0;05 Système circulatoire;Chirurgical;84
Borsbeek;11007.0;2150.0;06 Système digestif;Médical;136
Borsbeek;11007.0;2150.0;06 Système digestif;Chirurgical;94
Borsbeek;11007.0;2150.0;07 Foie, bile et pancréas;Médical;25
Borsbeek;11007.0;2150.0;07 Foie, bile et pancréas;Chirurgical;35
Borsbeek;11007.0;2150.0;08 Système musculaire et tissu conjonctif;Médical;51
Borsbeek;11007.0;2150.0;08 Système musculaire et tissu conjonctif;Chirurgical;199
Borsbeek;11007.0;2150.0;09 Peau, tissu sous-cutané, sein;Médical;28
Borsbeek;11007.0;2150.0;09 Peau, tissu sous-cutané, sein;Chirurgical;41
Borsbeek;11007.0;2150.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;20
Borsbeek;11007.0;2150.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;16
Borsbeek;11007.0;2150.0;11 Reins et voies urinaires;Médical;50
Borsbeek;11007.0;2150.0;11 Reins et voies urinaires;Chirurgical;28
Borsbeek;11007.0;2150.0;12 Organes génitaux masculins;Médical;< 5
Borsbeek;11007.0;2150.0;12 Organes génitaux masculins;Chirurgical;14
Borsbeek;11007.0;2150.0;13 Organes génitaux féminins;Médical;< 5
Borsbeek;11007.0;2150.0;13 Organes génitaux féminins;Chirurgical;30
Borsbeek;11007.0;2150.0;14 Grossesse et accouchement;Médical;131
Borsbeek;11007.0;2150.0;14 Grossesse et accouchement;Chirurgical;44
Borsbeek;11007.0;2150.0;15 Nouveau-nés, affections d'origine périnatale;Médical;7
Borsbeek;11007.0;2150.0;16 Sang et organes hématopoïétiques;Médical;12
Borsbeek;11007.0;2150.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Borsbeek;11007.0;2150.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;21
Borsbeek;11007.0;2150.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Borsbeek;11007.0;2150.0;18 Maladies infectieuses et parasitaires;Médical;31
Borsbeek;11007.0;2150.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Borsbeek;11007.0;2150.0;19 Troubles mentaux;Médical;7
Borsbeek;11007.0;2150.0;20 Alcoolisme et usage de drogue;Médical;11
Borsbeek;11007.0;2150.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;13
Borsbeek;11007.0;2150.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Borsbeek;11007.0;2150.0;22 Brûlures;Médical;< 5
Borsbeek;11007.0;2150.0;23 Facteurs influençant la santé;Médical;47
Borsbeek;11007.0;2150.0;23 Facteurs influençant la santé;Chirurgical;9
Borsbeek;11007.0;2150.0;25 Traumatismes multiples;Médical;< 5
Borsbeek;11007.0;2150.0;25 Traumatismes multiples;Chirurgical;< 5
Borsbeek;11007.0;2150.0;PP Pré-MDC;Chirurgical;8
Brasschaat;11008.0;2930.0;00 Groupe résiduel;Chirurgical;70
Brasschaat;11008.0;2930.0;01 Système nerveux;Médical;430
Brasschaat;11008.0;2930.0;01 Système nerveux;Chirurgical;61
Brasschaat;11008.0;2930.0;02 Affections des yeux;Médical;15
Brasschaat;11008.0;2930.0;02 Affections des yeux;Chirurgical;43
Brasschaat;11008.0;2930.0;03 Nez, gorge, oreilles;Médical;244
Brasschaat;11008.0;2930.0;03 Nez, gorge, oreilles;Chirurgical;173
Brasschaat;11008.0;2930.0;04 Système respiratoire;Médical;436
Brasschaat;11008.0;2930.0;04 Système respiratoire;Chirurgical;16
Brasschaat;11008.0;2930.0;05 Système circulatoire;Médical;457
Brasschaat;11008.0;2930.0;05 Système circulatoire;Chirurgical;217
Brasschaat;11008.0;2930.0;06 Système digestif;Médical;382
Brasschaat;11008.0;2930.0;06 Système digestif;Chirurgical;244
Brasschaat;11008.0;2930.0;07 Foie, bile et pancréas;Médical;91
Brasschaat;11008.0;2930.0;07 Foie, bile et pancréas;Chirurgical;77
Brasschaat;11008.0;2930.0;08 Système musculaire et tissu conjonctif;Médical;207
Brasschaat;11008.0;2930.0;08 Système musculaire et tissu conjonctif;Chirurgical;761
Brasschaat;11008.0;2930.0;09 Peau, tissu sous-cutané, sein;Médical;63
Brasschaat;11008.0;2930.0;09 Peau, tissu sous-cutané, sein;Chirurgical;106
Brasschaat;11008.0;2930.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;78
Brasschaat;11008.0;2930.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;53
Brasschaat;11008.0;2930.0;11 Reins et voies urinaires;Médical;156
Brasschaat;11008.0;2930.0;11 Reins et voies urinaires;Chirurgical;117
Brasschaat;11008.0;2930.0;12 Organes génitaux masculins;Médical;28
Brasschaat;11008.0;2930.0;12 Organes génitaux masculins;Chirurgical;54
Brasschaat;11008.0;2930.0;13 Organes génitaux féminins;Médical;10
Brasschaat;11008.0;2930.0;13 Organes génitaux féminins;Chirurgical;106
Brasschaat;11008.0;2930.0;14 Grossesse et accouchement;Médical;248
Brasschaat;11008.0;2930.0;14 Grossesse et accouchement;Chirurgical;82
Brasschaat;11008.0;2930.0;15 Nouveau-nés, affections d'origine périnatale;Médical;14
Brasschaat;11008.0;2930.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Brasschaat;11008.0;2930.0;16 Sang et organes hématopoïétiques;Médical;32
Brasschaat;11008.0;2930.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Brasschaat;11008.0;2930.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;97
Brasschaat;11008.0;2930.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;16
Brasschaat;11008.0;2930.0;18 Maladies infectieuses et parasitaires;Médical;130
Brasschaat;11008.0;2930.0;18 Maladies infectieuses et parasitaires;Chirurgical;14
Brasschaat;11008.0;2930.0;19 Troubles mentaux;Médical;52
Brasschaat;11008.0;2930.0;19 Troubles mentaux;Chirurgical;< 5
Brasschaat;11008.0;2930.0;20 Alcoolisme et usage de drogue;Médical;28
Brasschaat;11008.0;2930.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;64
Brasschaat;11008.0;2930.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;14
Brasschaat;11008.0;2930.0;22 Brûlures;Médical;< 5
Brasschaat;11008.0;2930.0;22 Brûlures;Chirurgical;< 5
Brasschaat;11008.0;2930.0;23 Facteurs influençant la santé;Médical;198
Brasschaat;11008.0;2930.0;23 Facteurs influençant la santé;Chirurgical;47
Brasschaat;11008.0;2930.0;24 Infections HIV;Médical;< 5
Brasschaat;11008.0;2930.0;25 Traumatismes multiples;Médical;8
Brasschaat;11008.0;2930.0;25 Traumatismes multiples;Chirurgical;< 5
Brasschaat;11008.0;2930.0;PP Pré-MDC;Chirurgical;6
Brecht;11009.0;2960.0;00 Groupe résiduel;Chirurgical;79
Brecht;11009.0;2960.0;01 Système nerveux;Médical;254
Brecht;11009.0;2960.0;01 Système nerveux;Chirurgical;46
Brecht;11009.0;2960.0;02 Affections des yeux;Médical;7
Brecht;11009.0;2960.0;02 Affections des yeux;Chirurgical;19
Brecht;11009.0;2960.0;03 Nez, gorge, oreilles;Médical;220
Brecht;11009.0;2960.0;03 Nez, gorge, oreilles;Chirurgical;78
Brecht;11009.0;2960.0;04 Système respiratoire;Médical;359
Brecht;11009.0;2960.0;04 Système respiratoire;Chirurgical;19
Brecht;11009.0;2960.0;05 Système circulatoire;Médical;337
Brecht;11009.0;2960.0;05 Système circulatoire;Chirurgical;204
Brecht;11009.0;2960.0;06 Système digestif;Médical;304
Brecht;11009.0;2960.0;06 Système digestif;Chirurgical;193
Brecht;11009.0;2960.0;07 Foie, bile et pancréas;Médical;54
Brecht;11009.0;2960.0;07 Foie, bile et pancréas;Chirurgical;48
Brecht;11009.0;2960.0;08 Système musculaire et tissu conjonctif;Médical;149
Brecht;11009.0;2960.0;08 Système musculaire et tissu conjonctif;Chirurgical;600
Brecht;11009.0;2960.0;09 Peau, tissu sous-cutané, sein;Médical;59
Brecht;11009.0;2960.0;09 Peau, tissu sous-cutané, sein;Chirurgical;79
Brecht;11009.0;2960.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;53
Brecht;11009.0;2960.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;42
Brecht;11009.0;2960.0;11 Reins et voies urinaires;Médical;118
Brecht;11009.0;2960.0;11 Reins et voies urinaires;Chirurgical;56
Brecht;11009.0;2960.0;12 Organes génitaux masculins;Médical;20
Brecht;11009.0;2960.0;12 Organes génitaux masculins;Chirurgical;44
Brecht;11009.0;2960.0;13 Organes génitaux féminins;Médical;9
Brecht;11009.0;2960.0;13 Organes génitaux féminins;Chirurgical;85
Brecht;11009.0;2960.0;14 Grossesse et accouchement;Médical;222
Brecht;11009.0;2960.0;14 Grossesse et accouchement;Chirurgical;82
Brecht;11009.0;2960.0;15 Nouveau-nés, affections d'origine périnatale;Médical;12
Brecht;11009.0;2960.0;16 Sang et organes hématopoïétiques;Médical;28
Brecht;11009.0;2960.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;87
Brecht;11009.0;2960.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;13
Brecht;11009.0;2960.0;18 Maladies infectieuses et parasitaires;Médical;99
Brecht;11009.0;2960.0;18 Maladies infectieuses et parasitaires;Chirurgical;11
Brecht;11009.0;2960.0;19 Troubles mentaux;Médical;55
Brecht;11009.0;2960.0;19 Troubles mentaux;Chirurgical;< 5
Brecht;11009.0;2960.0;20 Alcoolisme et usage de drogue;Médical;29
Brecht;11009.0;2960.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;49
Brecht;11009.0;2960.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;6
Brecht;11009.0;2960.0;22 Brûlures;Médical;< 5
Brecht;11009.0;2960.0;22 Brûlures;Chirurgical;< 5
Brecht;11009.0;2960.0;23 Facteurs influençant la santé;Médical;186
Brecht;11009.0;2960.0;23 Facteurs influençant la santé;Chirurgical;33
Brecht;11009.0;2960.0;25 Traumatismes multiples;Médical;< 5
Brecht;11009.0;2960.0;25 Traumatismes multiples;Chirurgical;< 5
Brecht;11009.0;2960.0;PP Pré-MDC;Chirurgical;8
Edegem;11013.0;2650.0;00 Groupe résiduel;Chirurgical;40
Edegem;11013.0;2650.0;01 Système nerveux;Médical;279
Edegem;11013.0;2650.0;01 Système nerveux;Chirurgical;16
Edegem;11013.0;2650.0;02 Affections des yeux;Médical;7
Edegem;11013.0;2650.0;02 Affections des yeux;Chirurgical;23
Edegem;11013.0;2650.0;03 Nez, gorge, oreilles;Médical;148
Edegem;11013.0;2650.0;03 Nez, gorge, oreilles;Chirurgical;72
Edegem;11013.0;2650.0;04 Système respiratoire;Médical;243
Edegem;11013.0;2650.0;04 Système respiratoire;Chirurgical;19
Edegem;11013.0;2650.0;05 Système circulatoire;Médical;287
Edegem;11013.0;2650.0;05 Système circulatoire;Chirurgical;189
Edegem;11013.0;2650.0;06 Système digestif;Médical;170
Edegem;11013.0;2650.0;06 Système digestif;Chirurgical;139
Edegem;11013.0;2650.0;07 Foie, bile et pancréas;Médical;58
Edegem;11013.0;2650.0;07 Foie, bile et pancréas;Chirurgical;50
Edegem;11013.0;2650.0;08 Système musculaire et tissu conjonctif;Médical;131
Edegem;11013.0;2650.0;08 Système musculaire et tissu conjonctif;Chirurgical;383
Edegem;11013.0;2650.0;09 Peau, tissu sous-cutané, sein;Médical;53
Edegem;11013.0;2650.0;09 Peau, tissu sous-cutané, sein;Chirurgical;77
Edegem;11013.0;2650.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Médical;51
Edegem;11013.0;2650.0;10 Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;22
Edegem;11013.0;2650.0;11 Reins et voies urinaires;Médical;114
Edegem;11013.0;2650.0;11 Reins et voies urinaires;Chirurgical;59
Edegem;11013.0;2650.0;12 Organes génitaux masculins;Médical;17
Edegem;11013.0;2650.0;12 Organes génitaux masculins;Chirurgical;32
Edegem;11013.0;2650.0;13 Organes génitaux féminins;Médical;8
Edegem;11013.0;2650.0;13 Organes génitaux féminins;Chirurgical;38
