commune;code_ins;code_postal;mdc_apr-drg_36;type_de_drg;nombre_de_séjours
Borsbeek;11007.0;2150.0;20 Alcoolisme et usage de drogue;Chirurgical;0
Borsbeek;11007.0;2150.0;20 Alcoolisme et usage de drogue;Médical;0
Borsbeek;11007.0;2150.0;21 Empois., effets tox., autres traum. et compl. du traitement;Chirurgical;< 5
Borsbeek;11007.0;2150.0;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;< 5
Borsbeek;11007.0;2150.0;22 Brulures;Chirurgical;0
Borsbeek;11007.0;2150.0;22 Brulures;Médical;0
Borsbeek;11007.0;2150.0;23 Revalidation, soins de suite, autres facteurs influencant la santé;Chirurgical;31
Borsbeek;11007.0;2150.0;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;539
Borsbeek;11007.0;2150.0;24 Infections HIV;Chirurgical;0
Borsbeek;11007.0;2150.0;24 Infections HIV;Médical;0
Borsbeek;11007.0;2150.0;25 Polytraumatismes significatifs;Chirurgical;0
Borsbeek;11007.0;2150.0;25 Polytraumatismes significatifs;Médical;0
Borsbeek;11007.0;2150.0;PP pre-MDC;Autre;0
Borsbeek;11007.0;2150.0;PP pre-MDC;Chirurgical;0
Borsbeek;11007.0;2150.0;PP pre-MDC;Médical;0
Borsbeek;11007.0;2150.0;SS DRGs spéciaux;Autre;8
Borsbeek;11007.0;2150.0;SS DRGs spéciaux;Chirurgical;0
Borsbeek;11007.0;2150.0;SS DRGs spéciaux;Médical;0
Brasschaat;11008.0;2930.0;00 Groupe residuel;Autre;0
Brasschaat;11008.0;2930.0;00 Groupe residuel;Chirurgical;22
Brasschaat;11008.0;2930.0;00 Groupe residuel;Médical;0
Brasschaat;11008.0;2930.0;01 Système nerveux;Chirurgical;130
Brasschaat;11008.0;2930.0;01 Système nerveux;Médical;15
Brasschaat;11008.0;2930.0;02 Affections des yeux;Chirurgical;521
Brasschaat;11008.0;2930.0;02 Affections des yeux;Médical;14
Brasschaat;11008.0;2930.0;03 Nez, gorge, oreilles, crâne et face;Chirurgical;416
Brasschaat;11008.0;2930.0;03 Nez, gorge, oreilles, crâne et face;Médical;565
Brasschaat;11008.0;2930.0;04 Système respiratoire;Chirurgical;< 5
Brasschaat;11008.0;2930.0;04 Système respiratoire;Médical;51
Brasschaat;11008.0;2930.0;05 Système circulatoire;Chirurgical;79
Brasschaat;11008.0;2930.0;05 Système circulatoire;Médical;201
Brasschaat;11008.0;2930.0;06 Système digestif;Chirurgical;71
Brasschaat;11008.0;2930.0;06 Système digestif;Médical;702
Brasschaat;11008.0;2930.0;07 Système hépatobiliaire et pancréas;Chirurgical;< 5
Brasschaat;11008.0;2930.0;07 Système hépatobiliaire et pancréas;Médical;30
Brasschaat;11008.0;2930.0;08 Système musculo-squelettique et tissu conjonctif;Chirurgical;474
Brasschaat;11008.0;2930.0;08 Système musculo-squelettique et tissu conjonctif;Médical;36
Brasschaat;11008.0;2930.0;09 Peau, tissu sous-cutané, sein;Chirurgical;84
Brasschaat;11008.0;2930.0;09 Peau, tissu sous-cutané, sein;Médical;64
Brasschaat;11008.0;2930.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;< 5
Brasschaat;11008.0;2930.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;< 5
Brasschaat;11008.0;2930.0;11 Reins et voies urinaires;Chirurgical;40
Brasschaat;11008.0;2930.0;11 Reins et voies urinaires;Médical;189
Brasschaat;11008.0;2930.0;12 Système reproducteur masculin;Chirurgical;16
Brasschaat;11008.0;2930.0;12 Système reproducteur masculin;Médical;92
Brasschaat;11008.0;2930.0;13 Système reproducteur féminin;Chirurgical;72
Brasschaat;11008.0;2930.0;13 Système reproducteur féminin;Médical;36
Brasschaat;11008.0;2930.0;14 Grossesse, accouchement et puerpéralité;Chirurgical;29
Brasschaat;11008.0;2930.0;14 Grossesse, accouchement et puerpéralité;Médical;22
Brasschaat;11008.0;2930.0;15 Nouveau-nés - Affections d'origine périnatale;Chirurgical;0
Brasschaat;11008.0;2930.0;15 Nouveau-nés - Affections d'origine périnatale;Médical;0
Brasschaat;11008.0;2930.0;16 Sang, organes hématopoïétiques et système immunitaire;Chirurgical;< 5
Brasschaat;11008.0;2930.0;16 Sang, organes hématopoïétiques et système immunitaire;Médical;79
Brasschaat;11008.0;2930.0;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Chirurgical;7
Brasschaat;11008.0;2930.0;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;2 226
Brasschaat;11008.0;2930.0;18 Maladies infectieuses et parasitaire;Chirurgical;< 5
Brasschaat;11008.0;2930.0;18 Maladies infectieuses et parasitaire;Médical;< 5
Brasschaat;11008.0;2930.0;19 Troubles mentaux;Chirurgical;0
Brasschaat;11008.0;2930.0;19 Troubles mentaux;Médical;0
Brasschaat;11008.0;2930.0;20 Alcoolisme et usage de drogue;Chirurgical;0
Brasschaat;11008.0;2930.0;20 Alcoolisme et usage de drogue;Médical;< 5
Brasschaat;11008.0;2930.0;21 Empois., effets tox., autres traum. et compl. du traitement;Chirurgical;7
Brasschaat;11008.0;2930.0;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;11
Brasschaat;11008.0;2930.0;22 Brulures;Chirurgical;0
Brasschaat;11008.0;2930.0;22 Brulures;Médical;0
Brasschaat;11008.0;2930.0;23 Revalidation, soins de suite, autres facteurs influencant la santé;Chirurgical;124
Brasschaat;11008.0;2930.0;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;1 555
Brasschaat;11008.0;2930.0;24 Infections HIV;Chirurgical;0
Brasschaat;11008.0;2930.0;24 Infections HIV;Médical;0
Brasschaat;11008.0;2930.0;25 Polytraumatismes significatifs;Chirurgical;0
Brasschaat;11008.0;2930.0;25 Polytraumatismes significatifs;Médical;0
Brasschaat;11008.0;2930.0;PP pre-MDC;Autre;0
Brasschaat;11008.0;2930.0;PP pre-MDC;Chirurgical;0
Brasschaat;11008.0;2930.0;PP pre-MDC;Médical;0
Brasschaat;11008.0;2930.0;SS DRGs spéciaux;Autre;28
Brasschaat;11008.0;2930.0;SS DRGs spéciaux;Chirurgical;0
