gemeente;nis_code;postcode;mdc_apr-drg_36;soort_drg;aantal_verblijven
Aartselaar;11001.0;2630.0;12 Mannelijk voortplantingsstelsel;Chirurgisch;30
Aartselaar;11001.0;2630.0;12 Mannelijk voortplantingsstelsel;Medisch;8
Aartselaar;11001.0;2630.0;13 Vrouwelijk voortplantingsstelsel;Chirurgisch;32
Aartselaar;11001.0;2630.0;13 Vrouwelijk voortplantingsstelsel;Medisch;< 5
Aartselaar;11001.0;2630.0;14 Zwangerschap, bevalling en puerperium;Chirurgisch;41
Aartselaar;11001.0;2630.0;14 Zwangerschap, bevalling en puerperium;Medisch;119
Aartselaar;11001.0;2630.0;15 Neonati - Perinatale aandoeningen;Chirurgisch;0
Aartselaar;11001.0;2630.0;15 Neonati - Perinatale aandoeningen;Medisch;15
Aartselaar;11001.0;2630.0;16 Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;14
Aartselaar;11001.0;2630.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;5
Aartselaar;11001.0;2630.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;39
Aartselaar;11001.0;2630.0;18 Infectieuze en parasitaire ziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;18 Infectieuze en parasitaire ziekten;Medisch;33
Aartselaar;11001.0;2630.0;19 Psychische stoornissen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;19 Psychische stoornissen;Medisch;14
Aartselaar;11001.0;2630.0;20 Alcohol en druggebruik;Chirurgisch;0
Aartselaar;11001.0;2630.0;20 Alcohol en druggebruik;Medisch;9
Aartselaar;11001.0;2630.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;13
Aartselaar;11001.0;2630.0;22 Brandwonden;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;22 Brandwonden;Medisch;< 5
Aartselaar;11001.0;2630.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;16
Aartselaar;11001.0;2630.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;41
Aartselaar;11001.0;2630.0;24 HIV infecties;Chirurgisch;0
Aartselaar;11001.0;2630.0;24 HIV infecties;Medisch;0
Aartselaar;11001.0;2630.0;25 Multipele significante traumata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;25 Multipele significante traumata;Medisch;< 5
Aartselaar;11001.0;2630.0;PP pre-MDC;Andere;0
Aartselaar;11001.0;2630.0;PP pre-MDC;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;PP pre-MDC;Medisch;0
Aartselaar;11001.0;2630.0;SS Speciale DRGs;Andere;0
Aartselaar;11001.0;2630.0;SS Speciale DRGs;Chirurgisch;0
Aartselaar;11001.0;2630.0;SS Speciale DRGs;Medisch;0
Antwerpen;11002.0;2000.0;00 Restgroep;Andere;0
Antwerpen;11002.0;2000.0;00 Restgroep;Chirurgisch;538
Antwerpen;11002.0;2000.0;00 Restgroep;Medisch;0
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Chirurgisch;530
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Medisch;4 516
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Chirurgisch;222
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Medisch;177
Antwerpen;11002.0;2000.0;03 Neus, keel, oren, schedel en aangezicht;Chirurgisch;1 748
Antwerpen;11002.0;2000.0;03 Neus, keel, oren, schedel en aangezicht;Medisch;3 200
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Chirurgisch;272
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Medisch;6 647
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Chirurgisch;3 510
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Medisch;3 597
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Chirurgisch;2 346
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Medisch;4 322
Antwerpen;11002.0;2000.0;07 Hepatobiliair stelsel en pancreas;Chirurgisch;950
Antwerpen;11002.0;2000.0;07 Hepatobiliair stelsel en pancreas;Medisch;1 249
Antwerpen;11002.0;2000.0;08 Musculoskeletaal stelsel en bindweefsel;Chirurgisch;6 988
Antwerpen;11002.0;2000.0;08 Musculoskeletaal stelsel en bindweefsel;Medisch;1 765
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borst;Chirurgisch;1 260
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borst;Medisch;1 070
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;740
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;1 423
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Chirurgisch;1 095
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Medisch;2 264
Antwerpen;11002.0;2000.0;12 Mannelijk voortplantingsstelsel;Chirurgisch;616
Antwerpen;11002.0;2000.0;12 Mannelijk voortplantingsstelsel;Medisch;190
Antwerpen;11002.0;2000.0;13 Vrouwelijk voortplantingsstelsel;Chirurgisch;844
Antwerpen;11002.0;2000.0;13 Vrouwelijk voortplantingsstelsel;Medisch;147
Antwerpen;11002.0;2000.0;14 Zwangerschap, bevalling en puerperium;Chirurgisch;2 015
Antwerpen;11002.0;2000.0;14 Zwangerschap, bevalling en puerperium;Medisch;6 025
Antwerpen;11002.0;2000.0;15 Neonati - Perinatale aandoeningen;Chirurgisch;16
Antwerpen;11002.0;2000.0;15 Neonati - Perinatale aandoeningen;Medisch;479
Antwerpen;11002.0;2000.0;16 Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;27
Antwerpen;11002.0;2000.0;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;715
Antwerpen;11002.0;2000.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;127
Antwerpen;11002.0;2000.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;997
Antwerpen;11002.0;2000.0;18 Infectieuze en parasitaire ziekten;Chirurgisch;157
Antwerpen;11002.0;2000.0;18 Infectieuze en parasitaire ziekten;Medisch;1 301
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Chirurgisch;46
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Medisch;573
Antwerpen;11002.0;2000.0;20 Alcohol en druggebruik;Chirurgisch;0
Antwerpen;11002.0;2000.0;20 Alcohol en druggebruik;Medisch;630
Antwerpen;11002.0;2000.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Chirurgisch;196
Antwerpen;11002.0;2000.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;821
Antwerpen;11002.0;2000.0;22 Brandwonden;Chirurgisch;15
Antwerpen;11002.0;2000.0;22 Brandwonden;Medisch;35
Antwerpen;11002.0;2000.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;308
Antwerpen;11002.0;2000.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;2 137
Antwerpen;11002.0;2000.0;24 HIV infecties;Chirurgisch;0
Antwerpen;11002.0;2000.0;24 HIV infecties;Medisch;76
Antwerpen;11002.0;2000.0;25 Multipele significante traumata;Chirurgisch;67
Antwerpen;11002.0;2000.0;25 Multipele significante traumata;Medisch;53
Antwerpen;11002.0;2000.0;PP pre-MDC;Andere;0
Antwerpen;11002.0;2000.0;PP pre-MDC;Chirurgisch;195
Antwerpen;11002.0;2000.0;PP pre-MDC;Medisch;0
Antwerpen;11002.0;2000.0;SS Speciale DRGs;Andere;0
Antwerpen;11002.0;2000.0;SS Speciale DRGs;Chirurgisch;0
Antwerpen;11002.0;2000.0;SS Speciale DRGs;Medisch;0
Boechout;11004.0;2530.0;00 Restgroep;Andere;0
Boechout;11004.0;2530.0;00 Restgroep;Chirurgisch;14
Boechout;11004.0;2530.0;00 Restgroep;Medisch;0
Boechout;11004.0;2530.0;01 Zenuwstelsel;Chirurgisch;19
Boechout;11004.0;2530.0;01 Zenuwstelsel;Medisch;141
Boechout;11004.0;2530.0;02 Oogaandoeningen;Chirurgisch;6
Boechout;11004.0;2530.0;02 Oogaandoeningen;Medisch;< 5
Boechout;11004.0;2530.0;03 Neus, keel, oren, schedel en aangezicht;Chirurgisch;51
Boechout;11004.0;2530.0;03 Neus, keel, oren, schedel en aangezicht;Medisch;85
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Chirurgisch;0
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Medisch;141
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Chirurgisch;84
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Medisch;88
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Chirurgisch;62
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Medisch;90
Boechout;11004.0;2530.0;07 Hepatobiliair stelsel en pancreas;Chirurgisch;20
Boechout;11004.0;2530.0;07 Hepatobiliair stelsel en pancreas;Medisch;25
Boechout;11004.0;2530.0;08 Musculoskeletaal stelsel en bindweefsel;Chirurgisch;219
Boechout;11004.0;2530.0;08 Musculoskeletaal stelsel en bindweefsel;Medisch;42
Boechout;11004.0;2530.0;09 Huid, subcutis, borst;Chirurgisch;42
Boechout;11004.0;2530.0;09 Huid, subcutis, borst;Medisch;19
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;11
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;44
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Chirurgisch;34
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Medisch;59
Boechout;11004.0;2530.0;12 Mannelijk voortplantingsstelsel;Chirurgisch;19
Boechout;11004.0;2530.0;12 Mannelijk voortplantingsstelsel;Medisch;< 5
Boechout;11004.0;2530.0;13 Vrouwelijk voortplantingsstelsel;Chirurgisch;32
Boechout;11004.0;2530.0;13 Vrouwelijk voortplantingsstelsel;Medisch;< 5
Boechout;11004.0;2530.0;14 Zwangerschap, bevalling en puerperium;Chirurgisch;43
Boechout;11004.0;2530.0;14 Zwangerschap, bevalling en puerperium;Medisch;110
Boechout;11004.0;2530.0;15 Neonati - Perinatale aandoeningen;Chirurgisch;0
Boechout;11004.0;2530.0;15 Neonati - Perinatale aandoeningen;Medisch;6
Boechout;11004.0;2530.0;16 Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;< 5
Boechout;11004.0;2530.0;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;10
Boechout;11004.0;2530.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;< 5
Boechout;11004.0;2530.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;37
Boechout;11004.0;2530.0;18 Infectieuze en parasitaire ziekten;Chirurgisch;< 5
Boechout;11004.0;2530.0;18 Infectieuze en parasitaire ziekten;Medisch;32
Boechout;11004.0;2530.0;19 Psychische stoornissen;Chirurgisch;< 5
Boechout;11004.0;2530.0;19 Psychische stoornissen;Medisch;12
Boechout;11004.0;2530.0;20 Alcohol en druggebruik;Chirurgisch;0
Boechout;11004.0;2530.0;20 Alcohol en druggebruik;Medisch;9
Boechout;11004.0;2530.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Chirurgisch;< 5
Boechout;11004.0;2530.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;22
Boechout;11004.0;2530.0;22 Brandwonden;Chirurgisch;< 5
Boechout;11004.0;2530.0;22 Brandwonden;Medisch;0
Boechout;11004.0;2530.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;< 5
Boechout;11004.0;2530.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;47
Boechout;11004.0;2530.0;24 HIV infecties;Chirurgisch;0
Boechout;11004.0;2530.0;24 HIV infecties;Medisch;0
Boechout;11004.0;2530.0;25 Multipele significante traumata;Chirurgisch;< 5
Boechout;11004.0;2530.0;25 Multipele significante traumata;Medisch;0
Boechout;11004.0;2530.0;PP pre-MDC;Andere;0
Boechout;11004.0;2530.0;PP pre-MDC;Chirurgisch;6
Boechout;11004.0;2530.0;PP pre-MDC;Medisch;0
Boechout;11004.0;2530.0;SS Speciale DRGs;Andere;0
Boechout;11004.0;2530.0;SS Speciale DRGs;Chirurgisch;0
Boechout;11004.0;2530.0;SS Speciale DRGs;Medisch;0
Boom;11005.0;2850.0;00 Restgroep;Andere;0
Boom;11005.0;2850.0;00 Restgroep;Chirurgisch;16
Boom;11005.0;2850.0;00 Restgroep;Medisch;0
Boom;11005.0;2850.0;01 Zenuwstelsel;Chirurgisch;23
Boom;11005.0;2850.0;01 Zenuwstelsel;Medisch;138
Boom;11005.0;2850.0;02 Oogaandoeningen;Chirurgisch;16
Boom;11005.0;2850.0;02 Oogaandoeningen;Medisch;< 5
Boom;11005.0;2850.0;03 Neus, keel, oren, schedel en aangezicht;Chirurgisch;53
Boom;11005.0;2850.0;03 Neus, keel, oren, schedel en aangezicht;Medisch;86
Boom;11005.0;2850.0;04 Ademhalingsstelsel;Chirurgisch;8
Boom;11005.0;2850.0;04 Ademhalingsstelsel;Medisch;189
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Chirurgisch;178
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Medisch;194
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Chirurgisch;96
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Medisch;133
Boom;11005.0;2850.0;07 Hepatobiliair stelsel en pancreas;Chirurgisch;57
Boom;11005.0;2850.0;07 Hepatobiliair stelsel en pancreas;Medisch;40
Boom;11005.0;2850.0;08 Musculoskeletaal stelsel en bindweefsel;Chirurgisch;289
Boom;11005.0;2850.0;08 Musculoskeletaal stelsel en bindweefsel;Medisch;65
Boom;11005.0;2850.0;09 Huid, subcutis, borst;Chirurgisch;42
Boom;11005.0;2850.0;09 Huid, subcutis, borst;Medisch;45
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;39
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;48
Boom;11005.0;2850.0;11 Nieren en urinewegen;Chirurgisch;64
Boom;11005.0;2850.0;11 Nieren en urinewegen;Medisch;89
Boom;11005.0;2850.0;12 Mannelijk voortplantingsstelsel;Chirurgisch;32
Boom;11005.0;2850.0;12 Mannelijk voortplantingsstelsel;Medisch;5
Boom;11005.0;2850.0;13 Vrouwelijk voortplantingsstelsel;Chirurgisch;36
Boom;11005.0;2850.0;13 Vrouwelijk voortplantingsstelsel;Medisch;< 5
Boom;11005.0;2850.0;14 Zwangerschap, bevalling en puerperium;Chirurgisch;73
Boom;11005.0;2850.0;14 Zwangerschap, bevalling en puerperium;Medisch;181
Boom;11005.0;2850.0;15 Neonati - Perinatale aandoeningen;Chirurgisch;0
Boom;11005.0;2850.0;15 Neonati - Perinatale aandoeningen;Medisch;12
Boom;11005.0;2850.0;16 Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;< 5
Boom;11005.0;2850.0;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;22
Boom;11005.0;2850.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;5
Boom;11005.0;2850.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;33
Boom;11005.0;2850.0;18 Infectieuze en parasitaire ziekten;Chirurgisch;6
Boom;11005.0;2850.0;18 Infectieuze en parasitaire ziekten;Medisch;41
Boom;11005.0;2850.0;19 Psychische stoornissen;Chirurgisch;< 5
Boom;11005.0;2850.0;19 Psychische stoornissen;Medisch;17
Boom;11005.0;2850.0;20 Alcohol en druggebruik;Chirurgisch;0
Boom;11005.0;2850.0;20 Alcohol en druggebruik;Medisch;7
Boom;11005.0;2850.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Chirurgisch;8
Boom;11005.0;2850.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;28
Boom;11005.0;2850.0;22 Brandwonden;Chirurgisch;0
Boom;11005.0;2850.0;22 Brandwonden;Medisch;< 5
Boom;11005.0;2850.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;18
Boom;11005.0;2850.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;58
Boom;11005.0;2850.0;24 HIV infecties;Chirurgisch;0
Boom;11005.0;2850.0;24 HIV infecties;Medisch;< 5
Boom;11005.0;2850.0;25 Multipele significante traumata;Chirurgisch;< 5
Boom;11005.0;2850.0;25 Multipele significante traumata;Medisch;< 5
Boom;11005.0;2850.0;PP pre-MDC;Andere;0
Boom;11005.0;2850.0;PP pre-MDC;Chirurgisch;< 5
Boom;11005.0;2850.0;PP pre-MDC;Medisch;0
Boom;11005.0;2850.0;SS Speciale DRGs;Andere;0
Boom;11005.0;2850.0;SS Speciale DRGs;Chirurgisch;0
Boom;11005.0;2850.0;SS Speciale DRGs;Medisch;0
Borsbeek;11007.0;2150.0;00 Restgroep;Andere;0
Borsbeek;11007.0;2150.0;00 Restgroep;Chirurgisch;12
Borsbeek;11007.0;2150.0;00 Restgroep;Medisch;0
Borsbeek;11007.0;2150.0;01 Zenuwstelsel;Chirurgisch;17
Borsbeek;11007.0;2150.0;01 Zenuwstelsel;Medisch;91
Borsbeek;11007.0;2150.0;02 Oogaandoeningen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;02 Oogaandoeningen;Medisch;< 5
Borsbeek;11007.0;2150.0;03 Neus, keel, oren, schedel en aangezicht;Chirurgisch;38
Borsbeek;11007.0;2150.0;03 Neus, keel, oren, schedel en aangezicht;Medisch;56
Borsbeek;11007.0;2150.0;04 Ademhalingsstelsel;Chirurgisch;6
Borsbeek;11007.0;2150.0;04 Ademhalingsstelsel;Medisch;115
Borsbeek;11007.0;2150.0;05 Hart en vaatstelsel;Chirurgisch;100
Borsbeek;11007.0;2150.0;05 Hart en vaatstelsel;Medisch;89
Borsbeek;11007.0;2150.0;06 Spijsverteringsstelsel;Chirurgisch;65
Borsbeek;11007.0;2150.0;06 Spijsverteringsstelsel;Medisch;121
Borsbeek;11007.0;2150.0;07 Hepatobiliair stelsel en pancreas;Chirurgisch;30
Borsbeek;11007.0;2150.0;07 Hepatobiliair stelsel en pancreas;Medisch;40
Borsbeek;11007.0;2150.0;08 Musculoskeletaal stelsel en bindweefsel;Chirurgisch;187
Borsbeek;11007.0;2150.0;08 Musculoskeletaal stelsel en bindweefsel;Medisch;23
Borsbeek;11007.0;2150.0;09 Huid, subcutis, borst;Chirurgisch;22
Borsbeek;11007.0;2150.0;09 Huid, subcutis, borst;Medisch;25
Borsbeek;11007.0;2150.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;24
Borsbeek;11007.0;2150.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;31
Borsbeek;11007.0;2150.0;11 Nieren en urinewegen;Chirurgisch;31
Borsbeek;11007.0;2150.0;11 Nieren en urinewegen;Medisch;51
Borsbeek;11007.0;2150.0;12 Mannelijk voortplantingsstelsel;Chirurgisch;20
Borsbeek;11007.0;2150.0;12 Mannelijk voortplantingsstelsel;Medisch;0
Borsbeek;11007.0;2150.0;13 Vrouwelijk voortplantingsstelsel;Chirurgisch;27
Borsbeek;11007.0;2150.0;13 Vrouwelijk voortplantingsstelsel;Medisch;< 5
Borsbeek;11007.0;2150.0;14 Zwangerschap, bevalling en puerperium;Chirurgisch;43
Borsbeek;11007.0;2150.0;14 Zwangerschap, bevalling en puerperium;Medisch;135
Borsbeek;11007.0;2150.0;15 Neonati - Perinatale aandoeningen;Chirurgisch;0
Borsbeek;11007.0;2150.0;15 Neonati - Perinatale aandoeningen;Medisch;14
Borsbeek;11007.0;2150.0;16 Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;0
Borsbeek;11007.0;2150.0;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;11
Borsbeek;11007.0;2150.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;25
Borsbeek;11007.0;2150.0;18 Infectieuze en parasitaire ziekten;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;18 Infectieuze en parasitaire ziekten;Medisch;32
Borsbeek;11007.0;2150.0;19 Psychische stoornissen;Chirurgisch;0
Borsbeek;11007.0;2150.0;19 Psychische stoornissen;Medisch;7
Borsbeek;11007.0;2150.0;20 Alcohol en druggebruik;Chirurgisch;0
Borsbeek;11007.0;2150.0;20 Alcohol en druggebruik;Medisch;19
Borsbeek;11007.0;2150.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;12
Borsbeek;11007.0;2150.0;22 Brandwonden;Chirurgisch;0
Borsbeek;11007.0;2150.0;22 Brandwonden;Medisch;< 5
Borsbeek;11007.0;2150.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;12
Borsbeek;11007.0;2150.0;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;47
Borsbeek;11007.0;2150.0;24 HIV infecties;Chirurgisch;0
Borsbeek;11007.0;2150.0;24 HIV infecties;Medisch;0
Borsbeek;11007.0;2150.0;25 Multipele significante traumata;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;25 Multipele significante traumata;Medisch;0
Borsbeek;11007.0;2150.0;PP pre-MDC;Andere;0
Borsbeek;11007.0;2150.0;PP pre-MDC;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;PP pre-MDC;Medisch;< 5
Borsbeek;11007.0;2150.0;SS Speciale DRGs;Andere;0
Borsbeek;11007.0;2150.0;SS Speciale DRGs;Chirurgisch;0
Borsbeek;11007.0;2150.0;SS Speciale DRGs;Medisch;0
Brasschaat;11008.0;2930.0;00 Restgroep;Andere;0
Brasschaat;11008.0;2930.0;00 Restgroep;Chirurgisch;38
Brasschaat;11008.0;2930.0;00 Restgroep;Medisch;0
Brasschaat;11008.0;2930.0;01 Zenuwstelsel;Chirurgisch;48
Brasschaat;11008.0;2930.0;01 Zenuwstelsel;Medisch;332
Brasschaat;11008.0;2930.0;02 Oogaandoeningen;Chirurgisch;20
Brasschaat;11008.0;2930.0;02 Oogaandoeningen;Medisch;11
Brasschaat;11008.0;2930.0;03 Neus, keel, oren, schedel en aangezicht;Chirurgisch;139
Brasschaat;11008.0;2930.0;03 Neus, keel, oren, schedel en aangezicht;Medisch;254
Brasschaat;11008.0;2930.0;04 Ademhalingsstelsel;Chirurgisch;19
Brasschaat;11008.0;2930.0;04 Ademhalingsstelsel;Medisch;377
Brasschaat;11008.0;2930.0;05 Hart en vaatstelsel;Chirurgisch;276
Brasschaat;11008.0;2930.0;05 Hart en vaatstelsel;Medisch;378
Brasschaat;11008.0;2930.0;06 Spijsverteringsstelsel;Chirurgisch;199
Brasschaat;11008.0;2930.0;06 Spijsverteringsstelsel;Medisch;309
Brasschaat;11008.0;2930.0;07 Hepatobiliair stelsel en pancreas;Chirurgisch;65
Brasschaat;11008.0;2930.0;07 Hepatobiliair stelsel en pancreas;Medisch;87
Brasschaat;11008.0;2930.0;08 Musculoskeletaal stelsel en bindweefsel;Chirurgisch;727
Brasschaat;11008.0;2930.0;08 Musculoskeletaal stelsel en bindweefsel;Medisch;170
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borst;Chirurgisch;106
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borst;Medisch;63
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;65
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;86
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Chirurgisch;138
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Medisch;188
Brasschaat;11008.0;2930.0;12 Mannelijk voortplantingsstelsel;Chirurgisch;71
Brasschaat;11008.0;2930.0;12 Mannelijk voortplantingsstelsel;Medisch;14
Brasschaat;11008.0;2930.0;13 Vrouwelijk voortplantingsstelsel;Chirurgisch;100
Brasschaat;11008.0;2930.0;13 Vrouwelijk voortplantingsstelsel;Medisch;6
Brasschaat;11008.0;2930.0;14 Zwangerschap, bevalling en puerperium;Chirurgisch;86
Brasschaat;11008.0;2930.0;14 Zwangerschap, bevalling en puerperium;Medisch;250
Brasschaat;11008.0;2930.0;15 Neonati - Perinatale aandoeningen;Chirurgisch;0
Brasschaat;11008.0;2930.0;15 Neonati - Perinatale aandoeningen;Medisch;12
Brasschaat;11008.0;2930.0;16 Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;0
Brasschaat;11008.0;2930.0;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;55
Brasschaat;11008.0;2930.0;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;12
