gemeente;nis_code;postcode;mdc;diagnose;aantal_verblijven
Brasschaat;11008.0;2930.0;07 Lever, gal en pancreas;Chirurgisch;70
Brasschaat;11008.0;2930.0;08 Bewegingsstelsel en bindweefsel;Medisch;175
Brasschaat;11008.0;2930.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;740
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borstklier;Medisch;95
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borstklier;Chirurgisch;103
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;113
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;43
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Medisch;156
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Chirurgisch;108
Brasschaat;11008.0;2930.0;12 Mannelijke geslachtsorganen;Medisch;43
Brasschaat;11008.0;2930.0;12 Mannelijke geslachtsorganen;Chirurgisch;64
Brasschaat;11008.0;2930.0;13 Vrouwelijke geslachtsorganen;Medisch;7
Brasschaat;11008.0;2930.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;169
Brasschaat;11008.0;2930.0;14 Zwangerschap en bevalling;Medisch;288
Brasschaat;11008.0;2930.0;14 Zwangerschap en bevalling;Chirurgisch;77
Brasschaat;11008.0;2930.0;15 Neonati, perinatale aandoeningen;Medisch;18
Brasschaat;11008.0;2930.0;16 Bloed en bloedvormende organen;Medisch;40
Brasschaat;11008.0;2930.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;102
Brasschaat;11008.0;2930.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;14
Brasschaat;11008.0;2930.0;18 Infectie en parasitaire ziekten;Medisch;95
Brasschaat;11008.0;2930.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;19 Psychische stoornissen;Medisch;58
Brasschaat;11008.0;2930.0;19 Psychische stoornissen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;20 Alcohol en druggebruik;Medisch;16
Brasschaat;11008.0;2930.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;63
Brasschaat;11008.0;2930.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;14
Brasschaat;11008.0;2930.0;23 Factoren die de gezondheid beïnvloeden;Medisch;280
Brasschaat;11008.0;2930.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;14
Brasschaat;11008.0;2930.0;24 HIV infecties;Medisch;6
Brasschaat;11008.0;2930.0;25 Multipele traumata;Medisch;< 5
Brasschaat;11008.0;2930.0;25 Multipele traumata;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;p1 Pre-MDC : levertransplantatie;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;p2 Pre-MDC : beenmergtransplantatie;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;p3 Pre-MDC : tracheostomie;Chirurgisch;8
Brecht;11009.0;2960.0;00 Restgroep;Chirurgisch;33
Brecht;11009.0;2960.0;01 Zenuwstelsel;Medisch;257
Brecht;11009.0;2960.0;01 Zenuwstelsel;Chirurgisch;53
Brecht;11009.0;2960.0;02 Oogaandoeningen;Medisch;5
Brecht;11009.0;2960.0;02 Oogaandoeningen;Chirurgisch;38
Brecht;11009.0;2960.0;03 Neus, keel en oren;Medisch;167
Brecht;11009.0;2960.0;03 Neus, keel en oren;Chirurgisch;91
Brecht;11009.0;2960.0;04 Ademhalingsstelsel;Medisch;320
Brecht;11009.0;2960.0;04 Ademhalingsstelsel;Chirurgisch;19
Brecht;11009.0;2960.0;05 Hart en vaatstelsel;Medisch;296
Brecht;11009.0;2960.0;05 Hart en vaatstelsel;Chirurgisch;224
Brecht;11009.0;2960.0;06 Spijsverteringsstelsel;Medisch;206
Brecht;11009.0;2960.0;06 Spijsverteringsstelsel;Chirurgisch;210
Brecht;11009.0;2960.0;07 Lever, gal en pancreas;Medisch;48
Brecht;11009.0;2960.0;07 Lever, gal en pancreas;Chirurgisch;50
Brecht;11009.0;2960.0;08 Bewegingsstelsel en bindweefsel;Medisch;139
Brecht;11009.0;2960.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;525
Brecht;11009.0;2960.0;09 Huid, subcutis, borstklier;Medisch;55
Brecht;11009.0;2960.0;09 Huid, subcutis, borstklier;Chirurgisch;66
Brecht;11009.0;2960.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;73
Brecht;11009.0;2960.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;42
Brecht;11009.0;2960.0;11 Nieren en urinewegen;Medisch;98
Brecht;11009.0;2960.0;11 Nieren en urinewegen;Chirurgisch;49
Brecht;11009.0;2960.0;12 Mannelijke geslachtsorganen;Medisch;10
Brecht;11009.0;2960.0;12 Mannelijke geslachtsorganen;Chirurgisch;44
Brecht;11009.0;2960.0;13 Vrouwelijke geslachtsorganen;Medisch;10
Brecht;11009.0;2960.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;72
Brecht;11009.0;2960.0;14 Zwangerschap en bevalling;Medisch;220
Brecht;11009.0;2960.0;14 Zwangerschap en bevalling;Chirurgisch;46
Brecht;11009.0;2960.0;15 Neonati, perinatale aandoeningen;Medisch;30
Brecht;11009.0;2960.0;15 Neonati, perinatale aandoeningen;Chirurgisch;< 5
Brecht;11009.0;2960.0;16 Bloed en bloedvormende organen;Medisch;39
Brecht;11009.0;2960.0;16 Bloed en bloedvormende organen;Chirurgisch;5
Brecht;11009.0;2960.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;119
Brecht;11009.0;2960.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;14
Brecht;11009.0;2960.0;18 Infectie en parasitaire ziekten;Medisch;71
Brecht;11009.0;2960.0;18 Infectie en parasitaire ziekten;Chirurgisch;12
Brecht;11009.0;2960.0;19 Psychische stoornissen;Medisch;56
Brecht;11009.0;2960.0;19 Psychische stoornissen;Chirurgisch;< 5
Brecht;11009.0;2960.0;20 Alcohol en druggebruik;Medisch;23
Brecht;11009.0;2960.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;43
Brecht;11009.0;2960.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;28
