commune;code_ins;code_postal;mdc;diagnostic;nombre_de_séjours
Brasschaat;11008.0;2930.0;01  Système nerveux;Chirurgical;51
Brasschaat;11008.0;2930.0;02  Affections des yeux;Médical;5
Brasschaat;11008.0;2930.0;02  Affections des yeux;Chirurgical;44
Brasschaat;11008.0;2930.0;03  Nez, gorge, oreilles;Médical;97
Brasschaat;11008.0;2930.0;03  Nez, gorge, oreilles;Chirurgical;173
Brasschaat;11008.0;2930.0;04  Système respiratoire;Médical;411
Brasschaat;11008.0;2930.0;04  Système respiratoire;Chirurgical;31
Brasschaat;11008.0;2930.0;05  Système circulatoire;Médical;453
Brasschaat;11008.0;2930.0;05  Système circulatoire;Chirurgical;236
Brasschaat;11008.0;2930.0;06  Système digestif;Médical;300
Brasschaat;11008.0;2930.0;06  Système digestif;Chirurgical;220
Brasschaat;11008.0;2930.0;07  Foie, bile et pancréas;Médical;86
Brasschaat;11008.0;2930.0;07  Foie, bile et pancréas;Chirurgical;63
Brasschaat;11008.0;2930.0;08  Système musculaire et tissu conjonctif;Médical;188
Brasschaat;11008.0;2930.0;08  Système musculaire et tissu conjonctif;Chirurgical;669
Brasschaat;11008.0;2930.0;09  Peau, tissu sous-cutané, sein;Médical;97
Brasschaat;11008.0;2930.0;09  Peau, tissu sous-cutané, sein;Chirurgical;109
Brasschaat;11008.0;2930.0;10  Maladies endocriniennes, nutritives et du métabolisme;Médical;89
Brasschaat;11008.0;2930.0;10  Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;40
Brasschaat;11008.0;2930.0;11  Reins et voies urinaires;Médical;164
Brasschaat;11008.0;2930.0;11  Reins et voies urinaires;Chirurgical;89
Brasschaat;11008.0;2930.0;12  Organes génitaux masculins;Médical;24
Brasschaat;11008.0;2930.0;12  Organes génitaux masculins;Chirurgical;87
Brasschaat;11008.0;2930.0;13  Organes génitaux féminins;Médical;18
Brasschaat;11008.0;2930.0;13  Organes génitaux féminins;Chirurgical;174
Brasschaat;11008.0;2930.0;14  Grossesse et accouchement;Médical;297
Brasschaat;11008.0;2930.0;14  Grossesse et accouchement;Chirurgical;55
Brasschaat;11008.0;2930.0;15  Nouveau-nés, affections d'origine périnatale;Médical;26
Brasschaat;11008.0;2930.0;15  Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Brasschaat;11008.0;2930.0;16  Sang et organes hématopoïétiques;Médical;34
Brasschaat;11008.0;2930.0;16  Sang et organes hématopoïétiques;Chirurgical;5
Brasschaat;11008.0;2930.0;17  Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;133
Brasschaat;11008.0;2930.0;17  Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;10
Brasschaat;11008.0;2930.0;18  Maladies infectieuses et parasitaires;Médical;65
Brasschaat;11008.0;2930.0;18  Maladies infectieuses et parasitaires;Chirurgical;7
Brasschaat;11008.0;2930.0;19  Troubles mentaux;Médical;57
Brasschaat;11008.0;2930.0;19  Troubles mentaux;Chirurgical;< 5
Brasschaat;11008.0;2930.0;20  Alcoolisme et usage de drogue;Médical;11
Brasschaat;11008.0;2930.0;21  Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;55
Brasschaat;11008.0;2930.0;21  Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;28
Brasschaat;11008.0;2930.0;22  Brûlures;Médical;< 5
Brasschaat;11008.0;2930.0;22  Brûlures;Chirurgical;5
Brasschaat;11008.0;2930.0;23  Facteurs influençant la santé;Médical;248
Brasschaat;11008.0;2930.0;23  Facteurs influençant la santé;Chirurgical;16
Brasschaat;11008.0;2930.0;25  Traumatismes multiples;Médical;< 5
Brasschaat;11008.0;2930.0;25  Traumatismes multiples;Chirurgical;< 5
Brecht;11009.0;2960.0;00  Groupe résiduel;Chirurgical;12
Brecht;11009.0;2960.0;01  Système nerveux;Médical;260
Brecht;11009.0;2960.0;01  Système nerveux;Chirurgical;36
Brecht;11009.0;2960.0;02  Affections des yeux;Médical;< 5
Brecht;11009.0;2960.0;02  Affections des yeux;Chirurgical;39
Brecht;11009.0;2960.0;03  Nez, gorge, oreilles;Médical;92
Brecht;11009.0;2960.0;03  Nez, gorge, oreilles;Chirurgical;89
Brecht;11009.0;2960.0;04  Système respiratoire;Médical;316
Brecht;11009.0;2960.0;04  Système respiratoire;Chirurgical;29
Brecht;11009.0;2960.0;05  Système circulatoire;Médical;325
Brecht;11009.0;2960.0;05  Système circulatoire;Chirurgical;206
Brecht;11009.0;2960.0;06  Système digestif;Médical;269
Brecht;11009.0;2960.0;06  Système digestif;Chirurgical;218
Brecht;11009.0;2960.0;07  Foie, bile et pancréas;Médical;52
Brecht;11009.0;2960.0;07  Foie, bile et pancréas;Chirurgical;53
Brecht;11009.0;2960.0;08  Système musculaire et tissu conjonctif;Médical;130
Brecht;11009.0;2960.0;08  Système musculaire et tissu conjonctif;Chirurgical;503
Brecht;11009.0;2960.0;09  Peau, tissu sous-cutané, sein;Médical;64
Brecht;11009.0;2960.0;09  Peau, tissu sous-cutané, sein;Chirurgical;92
Brecht;11009.0;2960.0;10  Maladies endocriniennes, nutritives et du métabolisme;Médical;79
Brecht;11009.0;2960.0;10  Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;35
Brecht;11009.0;2960.0;11  Reins et voies urinaires;Médical;112
Brecht;11009.0;2960.0;11  Reins et voies urinaires;Chirurgical;56
Brecht;11009.0;2960.0;12  Organes génitaux masculins;Médical;8
Brecht;11009.0;2960.0;12  Organes génitaux masculins;Chirurgical;52
Brecht;11009.0;2960.0;13  Organes génitaux féminins;Médical;8
Brecht;11009.0;2960.0;13  Organes génitaux féminins;Chirurgical;106
Brecht;11009.0;2960.0;14  Grossesse et accouchement;Médical;240
Brecht;11009.0;2960.0;14  Grossesse et accouchement;Chirurgical;68
Brecht;11009.0;2960.0;15  Nouveau-nés, affections d'origine périnatale;Médical;44
Brecht;11009.0;2960.0;15  Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Brecht;11009.0;2960.0;16  Sang et organes hématopoïétiques;Médical;33
Brecht;11009.0;2960.0;16  Sang et organes hématopoïétiques;Chirurgical;5
Brecht;11009.0;2960.0;17  Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;116
Brecht;11009.0;2960.0;17  Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;7
Brecht;11009.0;2960.0;18  Maladies infectieuses et parasitaires;Médical;69
Brecht;11009.0;2960.0;18  Maladies infectieuses et parasitaires;Chirurgical;11
Brecht;11009.0;2960.0;19  Troubles mentaux;Médical;68
Brecht;11009.0;2960.0;19  Troubles mentaux;Chirurgical;< 5
Brecht;11009.0;2960.0;20  Alcoolisme et usage de drogue;Médical;14
Brecht;11009.0;2960.0;21  Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;40
Brecht;11009.0;2960.0;21  Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;24
Brecht;11009.0;2960.0;22  Brûlures;Médical;< 5
Brecht;11009.0;2960.0;22  Brûlures;Chirurgical;< 5
Brecht;11009.0;2960.0;23  Facteurs influençant la santé;Médical;192
Brecht;11009.0;2960.0;23  Facteurs influençant la santé;Chirurgical;10
Brecht;11009.0;2960.0;25  Traumatismes multiples;Médical;< 5
Brecht;11009.0;2960.0;25  Traumatismes multiples;Chirurgical;< 5
Edegem;11013.0;2650.0;00  Groupe résiduel;Chirurgical;10
Edegem;11013.0;2650.0;01  Système nerveux;Médical;247
Edegem;11013.0;2650.0;01  Système nerveux;Chirurgical;40
Edegem;11013.0;2650.0;02  Affections des yeux;Médical;7
Edegem;11013.0;2650.0;02  Affections des yeux;Chirurgical;51
Edegem;11013.0;2650.0;03  Nez, gorge, oreilles;Médical;63
Edegem;11013.0;2650.0;03  Nez, gorge, oreilles;Chirurgical;78
Edegem;11013.0;2650.0;04  Système respiratoire;Médical;181
Edegem;11013.0;2650.0;04  Système respiratoire;Chirurgical;19
Edegem;11013.0;2650.0;05  Système circulatoire;Médical;307
Edegem;11013.0;2650.0;05  Système circulatoire;Chirurgical;176
Edegem;11013.0;2650.0;06  Système digestif;Médical;183
Edegem;11013.0;2650.0;06  Système digestif;Chirurgical;134
Edegem;11013.0;2650.0;07  Foie, bile et pancréas;Médical;45
Edegem;11013.0;2650.0;07  Foie, bile et pancréas;Chirurgical;38
Edegem;11013.0;2650.0;08  Système musculaire et tissu conjonctif;Médical;141
Edegem;11013.0;2650.0;08  Système musculaire et tissu conjonctif;Chirurgical;403
Edegem;11013.0;2650.0;09  Peau, tissu sous-cutané, sein;Médical;53
Edegem;11013.0;2650.0;09  Peau, tissu sous-cutané, sein;Chirurgical;57
Edegem;11013.0;2650.0;10  Maladies endocriniennes, nutritives et du métabolisme;Médical;65
Edegem;11013.0;2650.0;10  Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;23
Edegem;11013.0;2650.0;11  Reins et voies urinaires;Médical;103
Edegem;11013.0;2650.0;11  Reins et voies urinaires;Chirurgical;74
Edegem;11013.0;2650.0;12  Organes génitaux masculins;Médical;15
Edegem;11013.0;2650.0;12  Organes génitaux masculins;Chirurgical;43
Edegem;11013.0;2650.0;13  Organes génitaux féminins;Médical;9
Edegem;11013.0;2650.0;13  Organes génitaux féminins;Chirurgical;93
Edegem;11013.0;2650.0;14  Grossesse et accouchement;Médical;168
Edegem;11013.0;2650.0;14  Grossesse et accouchement;Chirurgical;39
Edegem;11013.0;2650.0;15  Nouveau-nés, affections d'origine périnatale;Médical;15
Edegem;11013.0;2650.0;15  Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Edegem;11013.0;2650.0;16  Sang et organes hématopoïétiques;Médical;36
Edegem;11013.0;2650.0;16  Sang et organes hématopoïétiques;Chirurgical;< 5
