gemeente;nis_code;postcode;mdc;diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;24 HIV infecties;Medisch;< 5
Aartselaar;11001.0;2630.0;25 Multipele traumata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;p2 Pre-MDC : beenmergtransplantatie;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;p3 Pre-MDC : tracheostomie;Chirurgisch;< 5
Antwerpen;11002.0;2000.0;00 Restgroep;Andere;15
Antwerpen;11002.0;2000.0;00 Restgroep;Chirurgisch;566
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Medisch;5.089
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Chirurgisch;565
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Medisch;181
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Chirurgisch;765
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Medisch;2.422
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Chirurgisch;1.763
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Medisch;6.229
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Chirurgisch;349
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Medisch;5.419
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Chirurgisch;3.571
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Medisch;4.986
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Chirurgisch;2.811
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Medisch;1.279
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Chirurgisch;1.004
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Medisch;2.875
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;8.715
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Medisch;1.249
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Chirurgisch;1.415
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;1.886
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;882
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Medisch;2.136
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Chirurgisch;1.269
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Medisch;256
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Chirurgisch;680
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Medisch;203
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;1.516
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Medisch;7.462
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Chirurgisch;1.573
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Medisch;722
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Chirurgisch;47
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Medisch;727
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Chirurgisch;44
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;1.946
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;153
Antwerpen;11002.0;2000.0;18 Infectie en parasitaire ziekten;Medisch;1.121
Antwerpen;11002.0;2000.0;18 Infectie en parasitaire ziekten;Chirurgisch;109
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Medisch;784
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Chirurgisch;26
Antwerpen;11002.0;2000.0;20 Alcohol en druggebruik;Medisch;586
Antwerpen;11002.0;2000.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;875
Antwerpen;11002.0;2000.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;286
Antwerpen;11002.0;2000.0;22 Brandwonden;Medisch;63
Antwerpen;11002.0;2000.0;22 Brandwonden;Chirurgisch;31
Antwerpen;11002.0;2000.0;23 Factoren die de gezondheid beïnvloeden;Medisch;3.368
Antwerpen;11002.0;2000.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;184
Antwerpen;11002.0;2000.0;24 HIV infecties;Medisch;101
Antwerpen;11002.0;2000.0;24 HIV infecties;Chirurgisch;12
Antwerpen;11002.0;2000.0;25 Multipele traumata;Medisch;23
Antwerpen;11002.0;2000.0;25 Multipele traumata;Chirurgisch;40
Antwerpen;11002.0;2000.0;p1 Pre-MDC : levertransplantatie;Chirurgisch;7
Antwerpen;11002.0;2000.0;p2 Pre-MDC : beenmergtransplantatie;Chirurgisch;30
Antwerpen;11002.0;2000.0;p3 Pre-MDC : tracheostomie;Chirurgisch;160
Antwerpen;11002.0;2000.0;p4 Pre-MDC : hard en/of long transplantatie;Chirurgisch;7
Boechout;11004.0;2530.0;00 Restgroep;Chirurgisch;17
Boechout;11004.0;2530.0;01 Zenuwstelsel;Medisch;133
Boechout;11004.0;2530.0;01 Zenuwstelsel;Chirurgisch;22
Boechout;11004.0;2530.0;02 Oogaandoeningen;Chirurgisch;15
Boechout;11004.0;2530.0;03 Neus, keel en oren;Medisch;71
Boechout;11004.0;2530.0;03 Neus, keel en oren;Chirurgisch;39
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Medisch;116
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Chirurgisch;5
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Medisch;117
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Chirurgisch;74
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Medisch;94
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Chirurgisch;81
Boechout;11004.0;2530.0;07 Lever, gal en pancreas;Medisch;29
Boechout;11004.0;2530.0;07 Lever, gal en pancreas;Chirurgisch;19
Boechout;11004.0;2530.0;08 Bewegingsstelsel en bindweefsel;Medisch;69
Boechout;11004.0;2530.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;262
Boechout;11004.0;2530.0;09 Huid, subcutis, borstklier;Medisch;36
Boechout;11004.0;2530.0;09 Huid, subcutis, borstklier;Chirurgisch;34
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;33
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;19
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Medisch;43
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Chirurgisch;36
Boechout;11004.0;2530.0;12 Mannelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;12 Mannelijke geslachtsorganen;Chirurgisch;20
Boechout;11004.0;2530.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;44
Boechout;11004.0;2530.0;14 Zwangerschap en bevalling;Medisch;121
Boechout;11004.0;2530.0;14 Zwangerschap en bevalling;Chirurgisch;25
Boechout;11004.0;2530.0;15 Neonati, perinatale aandoeningen;Medisch;13
Boechout;11004.0;2530.0;15 Neonati, perinatale aandoeningen;Chirurgisch;< 5
Boechout;11004.0;2530.0;16 Bloed en bloedvormende organen;Medisch;17
Boechout;11004.0;2530.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Boechout;11004.0;2530.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;50
Boechout;11004.0;2530.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;5
Boechout;11004.0;2530.0;18 Infectie en parasitaire ziekten;Medisch;34
Boechout;11004.0;2530.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Boechout;11004.0;2530.0;19 Psychische stoornissen;Medisch;23
Boechout;11004.0;2530.0;20 Alcohol en druggebruik;Medisch;9
Boechout;11004.0;2530.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;26
Boechout;11004.0;2530.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;7
Boechout;11004.0;2530.0;22 Brandwonden;Medisch;< 5
Boechout;11004.0;2530.0;22 Brandwonden;Chirurgisch;< 5
Boechout;11004.0;2530.0;23 Factoren die de gezondheid beïnvloeden;Medisch;46
Boechout;11004.0;2530.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;< 5
Boechout;11004.0;2530.0;25 Multipele traumata;Medisch;< 5
Boechout;11004.0;2530.0;p3 Pre-MDC : tracheostomie;Chirurgisch;< 5
Boom;11005.0;2850.0;00 Restgroep;Chirurgisch;17
Boom;11005.0;2850.0;01 Zenuwstelsel;Medisch;196
Boom;11005.0;2850.0;01 Zenuwstelsel;Chirurgisch;32
Boom;11005.0;2850.0;02 Oogaandoeningen;Medisch;< 5
Boom;11005.0;2850.0;02 Oogaandoeningen;Chirurgisch;25
Boom;11005.0;2850.0;03 Neus, keel en oren;Medisch;75
Boom;11005.0;2850.0;03 Neus, keel en oren;Chirurgisch;37
Boom;11005.0;2850.0;04 Ademhalingsstelsel;Medisch;212
Boom;11005.0;2850.0;04 Ademhalingsstelsel;Chirurgisch;18
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Medisch;209
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Chirurgisch;195
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Medisch;172
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Chirurgisch;107
Boom;11005.0;2850.0;07 Lever, gal en pancreas;Medisch;50
Boom;11005.0;2850.0;07 Lever, gal en pancreas;Chirurgisch;44
Boom;11005.0;2850.0;08 Bewegingsstelsel en bindweefsel;Medisch;140
Boom;11005.0;2850.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;439
Boom;11005.0;2850.0;09 Huid, subcutis, borstklier;Medisch;45
Boom;11005.0;2850.0;09 Huid, subcutis, borstklier;Chirurgisch;49
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;76
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;35
Boom;11005.0;2850.0;11 Nieren en urinewegen;Medisch;75
Boom;11005.0;2850.0;11 Nieren en urinewegen;Chirurgisch;78
Boom;11005.0;2850.0;12 Mannelijke geslachtsorganen;Medisch;12
Boom;11005.0;2850.0;12 Mannelijke geslachtsorganen;Chirurgisch;29
Boom;11005.0;2850.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Boom;11005.0;2850.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;73
Boom;11005.0;2850.0;14 Zwangerschap en bevalling;Medisch;207
Boom;11005.0;2850.0;14 Zwangerschap en bevalling;Chirurgisch;48
Boom;11005.0;2850.0;15 Neonati, perinatale aandoeningen;Medisch;27
Boom;11005.0;2850.0;15 Neonati, perinatale aandoeningen;Chirurgisch;< 5
Boom;11005.0;2850.0;16 Bloed en bloedvormende organen;Medisch;21
Boom;11005.0;2850.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Boom;11005.0;2850.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;62
Boom;11005.0;2850.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;9
Boom;11005.0;2850.0;18 Infectie en parasitaire ziekten;Medisch;43
Boom;11005.0;2850.0;18 Infectie en parasitaire ziekten;Chirurgisch;5
Boom;11005.0;2850.0;19 Psychische stoornissen;Medisch;35
Boom;11005.0;2850.0;19 Psychische stoornissen;Chirurgisch;< 5
Boom;11005.0;2850.0;20 Alcohol en druggebruik;Medisch;18
Boom;11005.0;2850.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;47
Boom;11005.0;2850.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;25
Boom;11005.0;2850.0;22 Brandwonden;Chirurgisch;< 5
Boom;11005.0;2850.0;23 Factoren die de gezondheid beïnvloeden;Medisch;124
Boom;11005.0;2850.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;6
Boom;11005.0;2850.0;24 HIV infecties;Medisch;5
Boom;11005.0;2850.0;24 HIV infecties;Chirurgisch;< 5
Boom;11005.0;2850.0;25 Multipele traumata;Chirurgisch;< 5
Boom;11005.0;2850.0;p2 Pre-MDC : beenmergtransplantatie;Chirurgisch;< 5
Boom;11005.0;2850.0;p3 Pre-MDC : tracheostomie;Chirurgisch;6
Borsbeek;11007.0;2150.0;00 Restgroep;Chirurgisch;11
Borsbeek;11007.0;2150.0;01 Zenuwstelsel;Medisch;120
Borsbeek;11007.0;2150.0;01 Zenuwstelsel;Chirurgisch;13
Borsbeek;11007.0;2150.0;02 Oogaandoeningen;Medisch;< 5
Borsbeek;11007.0;2150.0;02 Oogaandoeningen;Chirurgisch;8
Borsbeek;11007.0;2150.0;03 Neus, keel en oren;Medisch;43
Borsbeek;11007.0;2150.0;03 Neus, keel en oren;Chirurgisch;31
Borsbeek;11007.0;2150.0;04 Ademhalingsstelsel;Medisch;104
Borsbeek;11007.0;2150.0;04 Ademhalingsstelsel;Chirurgisch;5
Borsbeek;11007.0;2150.0;05 Hart en vaatstelsel;Medisch;131
Borsbeek;11007.0;2150.0;05 Hart en vaatstelsel;Chirurgisch;76
Borsbeek;11007.0;2150.0;06 Spijsverteringsstelsel;Medisch;124
Borsbeek;11007.0;2150.0;06 Spijsverteringsstelsel;Chirurgisch;60
Borsbeek;11007.0;2150.0;07 Lever, gal en pancreas;Medisch;32
Borsbeek;11007.0;2150.0;07 Lever, gal en pancreas;Chirurgisch;28
Borsbeek;11007.0;2150.0;08 Bewegingsstelsel en bindweefsel;Medisch;43
Borsbeek;11007.0;2150.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;208
Borsbeek;11007.0;2150.0;09 Huid, subcutis, borstklier;Medisch;30
Borsbeek;11007.0;2150.0;09 Huid, subcutis, borstklier;Chirurgisch;33
Borsbeek;11007.0;2150.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;31
Borsbeek;11007.0;2150.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;18
Borsbeek;11007.0;2150.0;11 Nieren en urinewegen;Medisch;39
Borsbeek;11007.0;2150.0;11 Nieren en urinewegen;Chirurgisch;31
Borsbeek;11007.0;2150.0;12 Mannelijke geslachtsorganen;Medisch;10
Borsbeek;11007.0;2150.0;12 Mannelijke geslachtsorganen;Chirurgisch;16
Borsbeek;11007.0;2150.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Borsbeek;11007.0;2150.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;41
Borsbeek;11007.0;2150.0;14 Zwangerschap en bevalling;Medisch;134
Borsbeek;11007.0;2150.0;14 Zwangerschap en bevalling;Chirurgisch;24
Borsbeek;11007.0;2150.0;15 Neonati, perinatale aandoeningen;Medisch;14
Borsbeek;11007.0;2150.0;16 Bloed en bloedvormende organen;Medisch;12
Borsbeek;11007.0;2150.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;58
Borsbeek;11007.0;2150.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;5
Borsbeek;11007.0;2150.0;18 Infectie en parasitaire ziekten;Medisch;30
Borsbeek;11007.0;2150.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;19 Psychische stoornissen;Medisch;15
Borsbeek;11007.0;2150.0;20 Alcohol en druggebruik;Medisch;7
Borsbeek;11007.0;2150.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;17
Borsbeek;11007.0;2150.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;5
Borsbeek;11007.0;2150.0;22 Brandwonden;Medisch;< 5
Borsbeek;11007.0;2150.0;23 Factoren die de gezondheid beïnvloeden;Medisch;81
Borsbeek;11007.0;2150.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;24 HIV infecties;Medisch;< 5
Borsbeek;11007.0;2150.0;p2 Pre-MDC : beenmergtransplantatie;Chirurgisch;< 5
Borsbeek;11007.0;2150.0;p3 Pre-MDC : tracheostomie;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;00 Restgroep;Andere;< 5
Brasschaat;11008.0;2930.0;00 Restgroep;Chirurgisch;39
Brasschaat;11008.0;2930.0;01 Zenuwstelsel;Medisch;342
Brasschaat;11008.0;2930.0;01 Zenuwstelsel;Chirurgisch;50
Brasschaat;11008.0;2930.0;02 Oogaandoeningen;Medisch;8
Brasschaat;11008.0;2930.0;02 Oogaandoeningen;Chirurgisch;51
Brasschaat;11008.0;2930.0;03 Neus, keel en oren;Medisch;186
Brasschaat;11008.0;2930.0;03 Neus, keel en oren;Chirurgisch;155
Brasschaat;11008.0;2930.0;04 Ademhalingsstelsel;Medisch;408
Brasschaat;11008.0;2930.0;04 Ademhalingsstelsel;Chirurgisch;32
Brasschaat;11008.0;2930.0;05 Hart en vaatstelsel;Medisch;447
Brasschaat;11008.0;2930.0;05 Hart en vaatstelsel;Chirurgisch;234
Brasschaat;11008.0;2930.0;06 Spijsverteringsstelsel;Medisch;305
Brasschaat;11008.0;2930.0;06 Spijsverteringsstelsel;Chirurgisch;230
Brasschaat;11008.0;2930.0;07 Lever, gal en pancreas;Medisch;76
Brasschaat;11008.0;2930.0;07 Lever, gal en pancreas;Chirurgisch;74
Brasschaat;11008.0;2930.0;08 Bewegingsstelsel en bindweefsel;Medisch;210
Brasschaat;11008.0;2930.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;695
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borstklier;Medisch;83
Brasschaat;11008.0;2930.0;09 Huid, subcutis, borstklier;Chirurgisch;126
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;105
Brasschaat;11008.0;2930.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;61
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Medisch;156
Brasschaat;11008.0;2930.0;11 Nieren en urinewegen;Chirurgisch;101
Brasschaat;11008.0;2930.0;12 Mannelijke geslachtsorganen;Medisch;26
Brasschaat;11008.0;2930.0;12 Mannelijke geslachtsorganen;Chirurgisch;72
Brasschaat;11008.0;2930.0;13 Vrouwelijke geslachtsorganen;Medisch;7
Brasschaat;11008.0;2930.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;156
Brasschaat;11008.0;2930.0;14 Zwangerschap en bevalling;Medisch;303
Brasschaat;11008.0;2930.0;14 Zwangerschap en bevalling;Chirurgisch;58
Brasschaat;11008.0;2930.0;15 Neonati, perinatale aandoeningen;Medisch;25
Brasschaat;11008.0;2930.0;16 Bloed en bloedvormende organen;Medisch;59
Brasschaat;11008.0;2930.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;122
Brasschaat;11008.0;2930.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;11
Brasschaat;11008.0;2930.0;18 Infectie en parasitaire ziekten;Medisch;91
Brasschaat;11008.0;2930.0;18 Infectie en parasitaire ziekten;Chirurgisch;9
Brasschaat;11008.0;2930.0;19 Psychische stoornissen;Medisch;55
Brasschaat;11008.0;2930.0;20 Alcohol en druggebruik;Medisch;29
Brasschaat;11008.0;2930.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;63
Brasschaat;11008.0;2930.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;22
Brasschaat;11008.0;2930.0;23 Factoren die de gezondheid beïnvloeden;Medisch;242
Brasschaat;11008.0;2930.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;15
Brasschaat;11008.0;2930.0;24 HIV infecties;Medisch;< 5
Brasschaat;11008.0;2930.0;25 Multipele traumata;Chirurgisch;6
Brasschaat;11008.0;2930.0;p1 Pre-MDC : levertransplantatie;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;p2 Pre-MDC : beenmergtransplantatie;Chirurgisch;< 5
Brasschaat;11008.0;2930.0;p3 Pre-MDC : tracheostomie;Chirurgisch;5
Brecht;11009.0;2960.0;00 Restgroep;Andere;< 5
Brecht;11009.0;2960.0;00 Restgroep;Chirurgisch;18
Brecht;11009.0;2960.0;01 Zenuwstelsel;Medisch;256
Brecht;11009.0;2960.0;01 Zenuwstelsel;Chirurgisch;43
Brecht;11009.0;2960.0;02 Oogaandoeningen;Medisch;8
Brecht;11009.0;2960.0;02 Oogaandoeningen;Chirurgisch;26
Brecht;11009.0;2960.0;03 Neus, keel en oren;Medisch;154
Brecht;11009.0;2960.0;03 Neus, keel en oren;Chirurgisch;97
Brecht;11009.0;2960.0;04 Ademhalingsstelsel;Medisch;298
Brecht;11009.0;2960.0;04 Ademhalingsstelsel;Chirurgisch;13
Brecht;11009.0;2960.0;05 Hart en vaatstelsel;Medisch;359
Brecht;11009.0;2960.0;05 Hart en vaatstelsel;Chirurgisch;230
Brecht;11009.0;2960.0;06 Spijsverteringsstelsel;Medisch;235
Brecht;11009.0;2960.0;06 Spijsverteringsstelsel;Chirurgisch;181
Brecht;11009.0;2960.0;07 Lever, gal en pancreas;Medisch;54
Brecht;11009.0;2960.0;07 Lever, gal en pancreas;Chirurgisch;53
Brecht;11009.0;2960.0;08 Bewegingsstelsel en bindweefsel;Medisch;110
Brecht;11009.0;2960.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;535
Brecht;11009.0;2960.0;09 Huid, subcutis, borstklier;Medisch;54
Brecht;11009.0;2960.0;09 Huid, subcutis, borstklier;Chirurgisch;70
Brecht;11009.0;2960.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;75
Brecht;11009.0;2960.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;43
Brecht;11009.0;2960.0;11 Nieren en urinewegen;Medisch;121
Brecht;11009.0;2960.0;11 Nieren en urinewegen;Chirurgisch;62
Brecht;11009.0;2960.0;12 Mannelijke geslachtsorganen;Medisch;7
Brecht;11009.0;2960.0;12 Mannelijke geslachtsorganen;Chirurgisch;47
Brecht;11009.0;2960.0;13 Vrouwelijke geslachtsorganen;Medisch;8
Brecht;11009.0;2960.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;120
Brecht;11009.0;2960.0;14 Zwangerschap en bevalling;Medisch;241
Brecht;11009.0;2960.0;14 Zwangerschap en bevalling;Chirurgisch;54
Brecht;11009.0;2960.0;15 Neonati, perinatale aandoeningen;Medisch;29
Brecht;11009.0;2960.0;16 Bloed en bloedvormende organen;Medisch;34
Brecht;11009.0;2960.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Brecht;11009.0;2960.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;103
Brecht;11009.0;2960.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;20
Brecht;11009.0;2960.0;18 Infectie en parasitaire ziekten;Medisch;67
Brecht;11009.0;2960.0;18 Infectie en parasitaire ziekten;Chirurgisch;11
Brecht;11009.0;2960.0;19 Psychische stoornissen;Medisch;53
Brecht;11009.0;2960.0;20 Alcohol en druggebruik;Medisch;22
Brecht;11009.0;2960.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;39
